"Step","tpt - loss","tpt - loss__MIN","tpt - loss__MAX","fl - loss","fl - loss__MIN","fl - loss__MAX","vn - loss","vn - loss__MIN","vn - loss__MAX"
"1400","6.248551368713379","6.248551368713379","6.248551368713379","5.789243698120117","5.789243698120117","5.789243698120117","5.9845991134643555","5.9845991134643555","5.9845991134643555"
"1500","6.155211448669434","6.155211448669434","6.155211448669434","5.556149482727051","5.556149482727051","5.556149482727051","6.113463401794434","6.113463401794434","6.113463401794434"
"1600","5.960073471069336","5.960073471069336","5.960073471069336","5.51280403137207","5.51280403137207","5.51280403137207","6.173727512359619","6.173727512359619","6.173727512359619"
"1700","5.586424827575684","5.586424827575684","5.586424827575684","5.492891311645508","5.492891311645508","5.492891311645508","5.991753101348877","5.991753101348877","5.991753101348877"
"1800","6.008150100708008","6.008150100708008","6.008150100708008","5.315127849578857","5.315127849578857","5.315127849578857","5.971519470214844","5.971519470214844","5.971519470214844"
"1900","5.676831245422363","5.676831245422363","5.676831245422363","5.352922439575195","5.352922439575195","5.352922439575195","6.166090965270996","6.166090965270996","6.166090965270996"
"2000","5.918468952178955","5.918468952178955","5.918468952178955","5.6531596183776855","5.6531596183776855","5.6531596183776855","5.927436351776123","5.927436351776123","5.927436351776123"
"2100","5.693924903869629","5.693924903869629","5.693924903869629","5.545413017272949","5.545413017272949","5.545413017272949","5.913268566131592","5.913268566131592","5.913268566131592"
"2200","5.713870525360107","5.713870525360107","5.713870525360107","5.362251281738281","5.362251281738281","5.362251281738281","5.897035598754883","5.897035598754883","5.897035598754883"
"2300","5.47976541519165","5.47976541519165","5.47976541519165","5.577170372009277","5.577170372009277","5.577170372009277","5.625356197357178","5.625356197357178","5.625356197357178"
"2400","5.670444488525391","5.670444488525391","5.670444488525391","5.034620761871338","5.034620761871338","5.034620761871338","5.646937847137451","5.646937847137451","5.646937847137451"
"2500","5.4820027351379395","5.4820027351379395","5.4820027351379395","5.527007102966309","5.527007102966309","5.527007102966309","5.719083309173584","5.719083309173584","5.719083309173584"
"2600","5.427677631378174","5.427677631378174","5.427677631378174","5.346083641052246","5.346083641052246","5.346083641052246","5.424250602722168","5.424250602722168","5.424250602722168"
"2700","5.245062351226807","5.245062351226807","5.245062351226807","5.032919883728027","5.032919883728027","5.032919883728027","5.597369194030762","5.597369194030762","5.597369194030762"
"2800","5.781209945678711","5.781209945678711","5.781209945678711","5.334497928619385","5.334497928619385","5.334497928619385","5.606359004974365","5.606359004974365","5.606359004974365"
"2900","5.353294372558594","5.353294372558594","5.353294372558594","5.186107635498047","5.186107635498047","5.186107635498047","5.621882438659668","5.621882438659668","5.621882438659668"
"3000","5.352827548980713","5.352827548980713","5.352827548980713","5.111608028411865","5.111608028411865","5.111608028411865","5.5497822761535645","5.5497822761535645","5.5497822761535645"
"3100","5.4770612716674805","5.4770612716674805","5.4770612716674805","4.9019060134887695","4.9019060134887695","4.9019060134887695","5.085475444793701","5.085475444793701","5.085475444793701"
"3200","5.51060152053833","5.51060152053833","5.51060152053833","5.2365498542785645","5.2365498542785645","5.2365498542785645","5.4065752029418945","5.4065752029418945","5.4065752029418945"
"3300","5.372506618499756","5.372506618499756","5.372506618499756","4.800969123840332","4.800969123840332","4.800969123840332","5.415826320648193","5.415826320648193","5.415826320648193"
"3400","5.251413822174072","5.251413822174072","5.251413822174072","4.976215839385986","4.976215839385986","4.976215839385986","5.681904315948486","5.681904315948486","5.681904315948486"
"3500","5.5121941566467285","5.5121941566467285","5.5121941566467285","5.299375057220459","5.299375057220459","5.299375057220459","5.428858757019043","5.428858757019043","5.428858757019043"
"3600","5.466259479522705","5.466259479522705","5.466259479522705","5.152873516082764","5.152873516082764","5.152873516082764","5.364978790283203","5.364978790283203","5.364978790283203"
"3700","5.278311729431152","5.278311729431152","5.278311729431152","5.259949684143066","5.259949684143066","5.259949684143066","5.087035655975342","5.087035655975342","5.087035655975342"
"3800","5.391046524047852","5.391046524047852","5.391046524047852","5.109814643859863","5.109814643859863","5.109814643859863","5.277989864349365","5.277989864349365","5.277989864349365"
"3900","5.22206974029541","5.22206974029541","5.22206974029541","5.238472938537598","5.238472938537598","5.238472938537598","5.057694435119629","5.057694435119629","5.057694435119629"
"4000","5.0527262687683105","5.0527262687683105","5.0527262687683105","4.878321170806885","4.878321170806885","4.878321170806885","5.296067237854004","5.296067237854004","5.296067237854004"
"4100","5.290730953216553","5.290730953216553","5.290730953216553","5.066544532775879","5.066544532775879","5.066544532775879","5.229726314544678","5.229726314544678","5.229726314544678"
"4200","5.035746097564697","5.035746097564697","5.035746097564697","5.112728118896484","5.112728118896484","5.112728118896484","5.206073760986328","5.206073760986328","5.206073760986328"
"4300","5.154177665710449","5.154177665710449","5.154177665710449","5.135427474975586","5.135427474975586","5.135427474975586","4.87586784362793","4.87586784362793","4.87586784362793"
"4400","5.139267921447754","5.139267921447754","5.139267921447754","5.206418037414551","5.206418037414551","5.206418037414551","4.967065811157227","4.967065811157227","4.967065811157227"
"4500","5.363546371459961","5.363546371459961","5.363546371459961","5.137493133544922","5.137493133544922","5.137493133544922","5.007894515991211","5.007894515991211","5.007894515991211"
"4600","5.333035469055176","5.333035469055176","5.333035469055176","5.024688720703125","5.024688720703125","5.024688720703125","5.105374336242676","5.105374336242676","5.105374336242676"
"4700","4.980367660522461","4.980367660522461","4.980367660522461","5.04116153717041","5.04116153717041","5.04116153717041","5.254134178161621","5.254134178161621","5.254134178161621"
"4800","5.133878707885742","5.133878707885742","5.133878707885742","5.028515815734863","5.028515815734863","5.028515815734863","5.247498512268066","5.247498512268066","5.247498512268066"
"4900","5.069694519042969","5.069694519042969","5.069694519042969","5.031322956085205","5.031322956085205","5.031322956085205","5.169051647186279","5.169051647186279","5.169051647186279"
"5000","5.096234321594238","5.096234321594238","5.096234321594238","4.977240562438965","4.977240562438965","4.977240562438965","5.2730255126953125","5.2730255126953125","5.2730255126953125"
"5100","5.072438716888428","5.072438716888428","5.072438716888428","4.567895412445068","4.567895412445068","4.567895412445068","5.2532243728637695","5.2532243728637695","5.2532243728637695"
"5200","5.125448703765869","5.125448703765869","5.125448703765869","4.73101282119751","4.73101282119751","4.73101282119751","4.615170478820801","4.615170478820801","4.615170478820801"
"5300","5.0143232345581055","5.0143232345581055","5.0143232345581055","4.988835334777832","4.988835334777832","4.988835334777832","5.127532005310059","5.127532005310059","5.127532005310059"
"5400","4.731134414672852","4.731134414672852","4.731134414672852","5.089508056640625","5.089508056640625","5.089508056640625","4.900815963745117","4.900815963745117","4.900815963745117"
"5500","5.09938907623291","5.09938907623291","5.09938907623291","4.959449291229248","4.959449291229248","4.959449291229248","5.1317315101623535","5.1317315101623535","5.1317315101623535"
"5600","4.942644119262695","4.942644119262695","4.942644119262695","4.973495960235596","4.973495960235596","4.973495960235596","5.192844867706299","5.192844867706299","5.192844867706299"
"5700","4.991377830505371","4.991377830505371","4.991377830505371","5.007045745849609","5.007045745849609","5.007045745849609","5.128022193908691","5.128022193908691","5.128022193908691"
"5800","5.154244899749756","5.154244899749756","5.154244899749756","4.7792582511901855","4.7792582511901855","4.7792582511901855","5.001655578613281","5.001655578613281","5.001655578613281"
"5900","4.659573554992676","4.659573554992676","4.659573554992676","5.103331089019775","5.103331089019775","5.103331089019775","5.062822341918945","5.062822341918945","5.062822341918945"
"6000","5.007102012634277","5.007102012634277","5.007102012634277","4.948807716369629","4.948807716369629","4.948807716369629","5.082871913909912","5.082871913909912","5.082871913909912"
"6100","5.032459259033203","5.032459259033203","5.032459259033203","4.709420204162598","4.709420204162598","4.709420204162598","4.916470527648926","4.916470527648926","4.916470527648926"
"6200","5.0245041847229","5.0245041847229","5.0245041847229","4.972053527832031","4.972053527832031","4.972053527832031","4.75691556930542","4.75691556930542","4.75691556930542"
"6300","4.909555435180664","4.909555435180664","4.909555435180664","4.95314884185791","4.95314884185791","4.95314884185791","5.1360979080200195","5.1360979080200195","5.1360979080200195"
"6400","5.014459609985352","5.014459609985352","5.014459609985352","5.014599800109863","5.014599800109863","5.014599800109863","4.895186901092529","4.895186901092529","4.895186901092529"
"6500","4.973269462585449","4.973269462585449","4.973269462585449","4.960057258605957","4.960057258605957","4.960057258605957","5.113681793212891","5.113681793212891","5.113681793212891"
"6600","5.1237921714782715","5.1237921714782715","5.1237921714782715","5.077505588531494","5.077505588531494","5.077505588531494","5.143030166625977","5.143030166625977","5.143030166625977"
"6700","4.671726226806641","4.671726226806641","4.671726226806641","4.860938549041748","4.860938549041748","4.860938549041748","4.944167613983154","4.944167613983154","4.944167613983154"
"6800","5.039524555206299","5.039524555206299","5.039524555206299","4.784715175628662","4.784715175628662","4.784715175628662","5.245275974273682","5.245275974273682","5.245275974273682"
"6900","4.883364200592041","4.883364200592041","4.883364200592041","5.018547058105469","5.018547058105469","5.018547058105469","5.19387674331665","5.19387674331665","5.19387674331665"
"7000","4.87992000579834","4.87992000579834","4.87992000579834","4.903339862823486","4.903339862823486","4.903339862823486","4.959000110626221","4.959000110626221","4.959000110626221"
"7100","5.04757833480835","5.04757833480835","5.04757833480835","4.916996479034424","4.916996479034424","4.916996479034424","5.008153915405273","5.008153915405273","5.008153915405273"
"7200","4.837955474853516","4.837955474853516","4.837955474853516","4.600010871887207","4.600010871887207","4.600010871887207","4.789905071258545","4.789905071258545","4.789905071258545"
"7300","4.743255615234375","4.743255615234375","4.743255615234375","4.71522855758667","4.71522855758667","4.71522855758667","5.113902568817139","5.113902568817139","5.113902568817139"
"7400","4.876523017883301","4.876523017883301","4.876523017883301","4.521219253540039","4.521219253540039","4.521219253540039","5.145075798034668","5.145075798034668","5.145075798034668"
"7500","5.053391456604004","5.053391456604004","5.053391456604004","4.953630447387695","4.953630447387695","4.953630447387695","4.663052558898926","4.663052558898926","4.663052558898926"
"7600","4.672454833984375","4.672454833984375","4.672454833984375","4.778257369995117","4.778257369995117","4.778257369995117","5.077826976776123","5.077826976776123","5.077826976776123"
"7700","4.315013885498047","4.315013885498047","4.315013885498047","4.638811111450195","4.638811111450195","4.638811111450195","5.026060104370117","5.026060104370117","5.026060104370117"
"7800","4.959226131439209","4.959226131439209","4.959226131439209","4.914087772369385","4.914087772369385","4.914087772369385","4.377956867218018","4.377956867218018","4.377956867218018"
"7900","4.864044666290283","4.864044666290283","4.864044666290283","4.8548383712768555","4.8548383712768555","4.8548383712768555","5.023085594177246","5.023085594177246","5.023085594177246"
"8000","4.860531330108643","4.860531330108643","4.860531330108643","5.02311897277832","5.02311897277832","5.02311897277832","4.952817916870117","4.952817916870117","4.952817916870117"
"8100","4.873142719268799","4.873142719268799","4.873142719268799","4.97456693649292","4.97456693649292","4.97456693649292","4.905322551727295","4.905322551727295","4.905322551727295"
"8200","4.902673721313477","4.902673721313477","4.902673721313477","4.767278671264648","4.767278671264648","4.767278671264648","4.99158239364624","4.99158239364624","4.99158239364624"
"8300","4.867563247680664","4.867563247680664","4.867563247680664","4.885876655578613","4.885876655578613","4.885876655578613","4.9188642501831055","4.9188642501831055","4.9188642501831055"
"8400","4.700704574584961","4.700704574584961","4.700704574584961","4.895341873168945","4.895341873168945","4.895341873168945","4.627574443817139","4.627574443817139","4.627574443817139"
"8500","4.704779624938965","4.704779624938965","4.704779624938965","4.963341236114502","4.963341236114502","4.963341236114502","4.967281818389893","4.967281818389893","4.967281818389893"
"8600","4.775623798370361","4.775623798370361","4.775623798370361","4.565743923187256","4.565743923187256","4.565743923187256","4.91829776763916","4.91829776763916","4.91829776763916"
"8700","4.70969295501709","4.70969295501709","4.70969295501709","4.917471408843994","4.917471408843994","4.917471408843994","4.836087226867676","4.836087226867676","4.836087226867676"
"8800","4.7053608894348145","4.7053608894348145","4.7053608894348145","4.943634033203125","4.943634033203125","4.943634033203125","4.872522830963135","4.872522830963135","4.872522830963135"
"8900","4.63123893737793","4.63123893737793","4.63123893737793","4.5497050285339355","4.5497050285339355","4.5497050285339355","4.796204566955566","4.796204566955566","4.796204566955566"
"9000","4.685959815979004","4.685959815979004","4.685959815979004","4.594951152801514","4.594951152801514","4.594951152801514","4.487424850463867","4.487424850463867","4.487424850463867"
"9100","4.75889778137207","4.75889778137207","4.75889778137207","4.808254241943359","4.808254241943359","4.808254241943359","4.606229782104492","4.606229782104492","4.606229782104492"
"9200","5.035972595214844","5.035972595214844","5.035972595214844","4.790098190307617","4.790098190307617","4.790098190307617","4.616821765899658","4.616821765899658","4.616821765899658"
"9300","4.794253826141357","4.794253826141357","4.794253826141357","4.8759918212890625","4.8759918212890625","4.8759918212890625","4.817803859710693","4.817803859710693","4.817803859710693"
"9400","4.6836676597595215","4.6836676597595215","4.6836676597595215","4.882222652435303","4.882222652435303","4.882222652435303","4.5448150634765625","4.5448150634765625","4.5448150634765625"
"9500","4.751705646514893","4.751705646514893","4.751705646514893","4.574105739593506","4.574105739593506","4.574105739593506","4.947595119476318","4.947595119476318","4.947595119476318"
"9600","4.875502586364746","4.875502586364746","4.875502586364746","4.793766975402832","4.793766975402832","4.793766975402832","5.0057373046875","5.0057373046875","5.0057373046875"
"9700","4.674991130828857","4.674991130828857","4.674991130828857","4.754288196563721","4.754288196563721","4.754288196563721","4.846601486206055","4.846601486206055","4.846601486206055"
"9800","4.59822940826416","4.59822940826416","4.59822940826416","4.81355094909668","4.81355094909668","4.81355094909668","4.906533241271973","4.906533241271973","4.906533241271973"
"9900","4.68851900100708","4.68851900100708","4.68851900100708","4.832479953765869","4.832479953765869","4.832479953765869","4.936323642730713","4.936323642730713","4.936323642730713"
"10000","4.779528617858887","4.779528617858887","4.779528617858887","4.513561725616455","4.513561725616455","4.513561725616455","4.8402228355407715","4.8402228355407715","4.8402228355407715"
"10100","4.769959449768066","4.769959449768066","4.769959449768066","4.743579387664795","4.743579387664795","4.743579387664795","4.814244270324707","4.814244270324707","4.814244270324707"
"10200","4.61297082901001","4.61297082901001","4.61297082901001","4.788318634033203","4.788318634033203","4.788318634033203","4.626101493835449","4.626101493835449","4.626101493835449"
"10300","4.448760509490967","4.448760509490967","4.448760509490967","4.618290424346924","4.618290424346924","4.618290424346924","4.792194366455078","4.792194366455078","4.792194366455078"
"10400","4.659557342529297","4.659557342529297","4.659557342529297","4.399256706237793","4.399256706237793","4.399256706237793","4.972124099731445","4.972124099731445","4.972124099731445"
"10500","4.462974548339844","4.462974548339844","4.462974548339844","4.835109710693359","4.835109710693359","4.835109710693359","4.785462856292725","4.785462856292725","4.785462856292725"
"10600","4.503432750701904","4.503432750701904","4.503432750701904","4.552057266235352","4.552057266235352","4.552057266235352","4.853547096252441","4.853547096252441","4.853547096252441"
"10700","4.755612373352051","4.755612373352051","4.755612373352051","4.723819255828857","4.723819255828857","4.723819255828857","4.716800689697266","4.716800689697266","4.716800689697266"
"10800","4.6792755126953125","4.6792755126953125","4.6792755126953125","4.640387535095215","4.640387535095215","4.640387535095215","4.625748634338379","4.625748634338379","4.625748634338379"
"10900","4.636442184448242","4.636442184448242","4.636442184448242","4.691043853759766","4.691043853759766","4.691043853759766","4.785531044006348","4.785531044006348","4.785531044006348"
"11000","4.368400573730469","4.368400573730469","4.368400573730469","4.413828372955322","4.413828372955322","4.413828372955322","4.815102577209473","4.815102577209473","4.815102577209473"
"11100","4.736557483673096","4.736557483673096","4.736557483673096","4.711455345153809","4.711455345153809","4.711455345153809","4.967971324920654","4.967971324920654","4.967971324920654"
"11200","4.663187026977539","4.663187026977539","4.663187026977539","4.552116394042969","4.552116394042969","4.552116394042969","4.740438461303711","4.740438461303711","4.740438461303711"
"11300","4.553457736968994","4.553457736968994","4.553457736968994","4.6674628257751465","4.6674628257751465","4.6674628257751465","4.708565711975098","4.708565711975098","4.708565711975098"
"11400","4.722679615020752","4.722679615020752","4.722679615020752","4.673814296722412","4.673814296722412","4.673814296722412","4.763449668884277","4.763449668884277","4.763449668884277"
"11500","4.514355182647705","4.514355182647705","4.514355182647705","4.721288681030273","4.721288681030273","4.721288681030273","4.827634811401367","4.827634811401367","4.827634811401367"
"11600","4.7057881355285645","4.7057881355285645","4.7057881355285645","4.859638690948486","4.859638690948486","4.859638690948486","4.908125400543213","4.908125400543213","4.908125400543213"
"11700","4.630011558532715","4.630011558532715","4.630011558532715","4.4606499671936035","4.4606499671936035","4.4606499671936035","4.809963226318359","4.809963226318359","4.809963226318359"
"11800","4.5152997970581055","4.5152997970581055","4.5152997970581055","4.755273818969727","4.755273818969727","4.755273818969727","4.733190059661865","4.733190059661865","4.733190059661865"
"11900","4.709460258483887","4.709460258483887","4.709460258483887","4.45609712600708","4.45609712600708","4.45609712600708","4.652658939361572","4.652658939361572","4.652658939361572"
"12000","4.626807689666748","4.626807689666748","4.626807689666748","4.810446739196777","4.810446739196777","4.810446739196777","4.875192642211914","4.875192642211914","4.875192642211914"
"12100","4.603274822235107","4.603274822235107","4.603274822235107","4.6256256103515625","4.6256256103515625","4.6256256103515625","4.64361047744751","4.64361047744751","4.64361047744751"
"12200","4.667700290679932","4.667700290679932","4.667700290679932","4.732123374938965","4.732123374938965","4.732123374938965","4.605522632598877","4.605522632598877","4.605522632598877"
"12300","4.752412796020508","4.752412796020508","4.752412796020508","4.471473693847656","4.471473693847656","4.471473693847656","4.461447238922119","4.461447238922119","4.461447238922119"
"12400","4.592128276824951","4.592128276824951","4.592128276824951","4.784705638885498","4.784705638885498","4.784705638885498","4.598293304443359","4.598293304443359","4.598293304443359"
"12500","4.5896501541137695","4.5896501541137695","4.5896501541137695","4.731896877288818","4.731896877288818","4.731896877288818","4.761265277862549","4.761265277862549","4.761265277862549"
"12600","4.191525936126709","4.191525936126709","4.191525936126709","4.6556267738342285","4.6556267738342285","4.6556267738342285","4.34151554107666","4.34151554107666","4.34151554107666"
"12700","4.674107551574707","4.674107551574707","4.674107551574707","4.6690778732299805","4.6690778732299805","4.6690778732299805","4.797184944152832","4.797184944152832","4.797184944152832"
"12800","4.34149694442749","4.34149694442749","4.34149694442749","4.6817545890808105","4.6817545890808105","4.6817545890808105","4.665528297424316","4.665528297424316","4.665528297424316"
"12900","4.119518280029297","4.119518280029297","4.119518280029297","4.649613380432129","4.649613380432129","4.649613380432129","4.524558067321777","4.524558067321777","4.524558067321777"
"13000","4.620818614959717","4.620818614959717","4.620818614959717","4.6624555587768555","4.6624555587768555","4.6624555587768555","4.620780944824219","4.620780944824219","4.620780944824219"
"13100","4.5781049728393555","4.5781049728393555","4.5781049728393555","4.603732109069824","4.603732109069824","4.603732109069824","4.592911243438721","4.592911243438721","4.592911243438721"
"13200","4.630462646484375","4.630462646484375","4.630462646484375","4.69136381149292","4.69136381149292","4.69136381149292","4.603288173675537","4.603288173675537","4.603288173675537"
"13300","4.550877094268799","4.550877094268799","4.550877094268799","4.491474628448486","4.491474628448486","4.491474628448486","4.871645450592041","4.871645450592041","4.871645450592041"
"13400","4.655513763427734","4.655513763427734","4.655513763427734","4.619926929473877","4.619926929473877","4.619926929473877","4.771611213684082","4.771611213684082","4.771611213684082"
"13500","4.579052925109863","4.579052925109863","4.579052925109863","4.397329330444336","4.397329330444336","4.397329330444336","4.419679641723633","4.419679641723633","4.419679641723633"
"13600","4.662896633148193","4.662896633148193","4.662896633148193","4.646287441253662","4.646287441253662","4.646287441253662","4.632503032684326","4.632503032684326","4.632503032684326"
"13700","4.4956374168396","4.4956374168396","4.4956374168396","4.6496806144714355","4.6496806144714355","4.6496806144714355","4.696133613586426","4.696133613586426","4.696133613586426"
"13800","4.24177885055542","4.24177885055542","4.24177885055542","4.64703369140625","4.64703369140625","4.64703369140625","4.630042552947998","4.630042552947998","4.630042552947998"
"13900","4.428369045257568","4.428369045257568","4.428369045257568","4.539262771606445","4.539262771606445","4.539262771606445","4.744974136352539","4.744974136352539","4.744974136352539"
"14000","4.677202224731445","4.677202224731445","4.677202224731445","4.338484764099121","4.338484764099121","4.338484764099121","4.238493919372559","4.238493919372559","4.238493919372559"
"14100","4.5865373611450195","4.5865373611450195","4.5865373611450195","4.474336624145508","4.474336624145508","4.474336624145508","4.614241123199463","4.614241123199463","4.614241123199463"
"14200","4.491280555725098","4.491280555725098","4.491280555725098","4.6488728523254395","4.6488728523254395","4.6488728523254395","4.560887336730957","4.560887336730957","4.560887336730957"
"14300","4.5631103515625","4.5631103515625","4.5631103515625","4.6414031982421875","4.6414031982421875","4.6414031982421875","4.643104076385498","4.643104076385498","4.643104076385498"
"14400","4.5485100746154785","4.5485100746154785","4.5485100746154785","4.998950481414795","4.998950481414795","4.998950481414795","4.467174053192139","4.467174053192139","4.467174053192139"
"14500","4.57052755355835","4.57052755355835","4.57052755355835","4.8973236083984375","4.8973236083984375","4.8973236083984375","4.414809703826904","4.414809703826904","4.414809703826904"
"14600","4.534337997436523","4.534337997436523","4.534337997436523","4.742097854614258","4.742097854614258","4.742097854614258","4.355430603027344","4.355430603027344","4.355430603027344"
"14700","4.467386245727539","4.467386245727539","4.467386245727539","4.499513149261475","4.499513149261475","4.499513149261475","4.415637493133545","4.415637493133545","4.415637493133545"
"14800","4.376793384552002","4.376793384552002","4.376793384552002","4.442437648773193","4.442437648773193","4.442437648773193","4.544433116912842","4.544433116912842","4.544433116912842"
"14900","4.3912506103515625","4.3912506103515625","4.3912506103515625","4.634795665740967","4.634795665740967","4.634795665740967","4.664304733276367","4.664304733276367","4.664304733276367"
"15000","4.574986934661865","4.574986934661865","4.574986934661865","4.450699806213379","4.450699806213379","4.450699806213379","4.247591972351074","4.247591972351074","4.247591972351074"
"15100","4.566600322723389","4.566600322723389","4.566600322723389","4.56989860534668","4.56989860534668","4.56989860534668","4.518831253051758","4.518831253051758","4.518831253051758"
"15200","4.392732620239258","4.392732620239258","4.392732620239258","4.654543399810791","4.654543399810791","4.654543399810791","4.772951602935791","4.772951602935791","4.772951602935791"
"15300","4.231017112731934","4.231017112731934","4.231017112731934","4.58261775970459","4.58261775970459","4.58261775970459","4.708708763122559","4.708708763122559","4.708708763122559"
"15400","4.51322078704834","4.51322078704834","4.51322078704834","4.576112747192383","4.576112747192383","4.576112747192383","4.6390533447265625","4.6390533447265625","4.6390533447265625"
"15500","4.3273091316223145","4.3273091316223145","4.3273091316223145","4.666659355163574","4.666659355163574","4.666659355163574","4.697859287261963","4.697859287261963","4.697859287261963"
"15600","4.498785018920898","4.498785018920898","4.498785018920898","4.6815643310546875","4.6815643310546875","4.6815643310546875","4.331483364105225","4.331483364105225","4.331483364105225"
"15700","4.4278364181518555","4.4278364181518555","4.4278364181518555","4.535648822784424","4.535648822784424","4.535648822784424","4.768797397613525","4.768797397613525","4.768797397613525"
"15800","4.43314790725708","4.43314790725708","4.43314790725708","4.693026065826416","4.693026065826416","4.693026065826416","4.636096954345703","4.636096954345703","4.636096954345703"
"15900","4.599008560180664","4.599008560180664","4.599008560180664","4.5181145668029785","4.5181145668029785","4.5181145668029785","4.489449977874756","4.489449977874756","4.489449977874756"
"16000","4.321567535400391","4.321567535400391","4.321567535400391","4.370876789093018","4.370876789093018","4.370876789093018","4.667364597320557","4.667364597320557","4.667364597320557"
"16100","4.588298797607422","4.588298797607422","4.588298797607422","4.433297634124756","4.433297634124756","4.433297634124756","4.45625114440918","4.45625114440918","4.45625114440918"
"16200","4.462333679199219","4.462333679199219","4.462333679199219","4.609063148498535","4.609063148498535","4.609063148498535","4.152960777282715","4.152960777282715","4.152960777282715"
"16300","4.369746685028076","4.369746685028076","4.369746685028076","4.592764377593994","4.592764377593994","4.592764377593994","4.631872177124023","4.631872177124023","4.631872177124023"
"16400","4.421509265899658","4.421509265899658","4.421509265899658","4.605316638946533","4.605316638946533","4.605316638946533","4.771785736083984","4.771785736083984","4.771785736083984"
"16500","4.112493991851807","4.112493991851807","4.112493991851807","4.583552360534668","4.583552360534668","4.583552360534668","4.624807357788086","4.624807357788086","4.624807357788086"
"16600","4.421799659729004","4.421799659729004","4.421799659729004","4.4500555992126465","4.4500555992126465","4.4500555992126465","4.640843391418457","4.640843391418457","4.640843391418457"
"16700","4.533693790435791","4.533693790435791","4.533693790435791","4.615380764007568","4.615380764007568","4.615380764007568","4.614435195922852","4.614435195922852","4.614435195922852"
"16800","4.542938709259033","4.542938709259033","4.542938709259033","4.648453235626221","4.648453235626221","4.648453235626221","4.576721668243408","4.576721668243408","4.576721668243408"
"16900","4.390869140625","4.390869140625","4.390869140625","4.316579818725586","4.316579818725586","4.316579818725586","4.652740478515625","4.652740478515625","4.652740478515625"
"17000","4.480637550354004","4.480637550354004","4.480637550354004","4.524628639221191","4.524628639221191","4.524628639221191","4.369776248931885","4.369776248931885","4.369776248931885"
"17100","4.360583782196045","4.360583782196045","4.360583782196045","4.653023719787598","4.653023719787598","4.653023719787598","4.342587947845459","4.342587947845459","4.342587947845459"
"17200","4.469590663909912","4.469590663909912","4.469590663909912","4.589719295501709","4.589719295501709","4.589719295501709","4.664121627807617","4.664121627807617","4.664121627807617"
"17300","4.21252965927124","4.21252965927124","4.21252965927124","4.018555641174316","4.018555641174316","4.018555641174316","4.6609344482421875","4.6609344482421875","4.6609344482421875"
"17400","4.456883907318115","4.456883907318115","4.456883907318115","4.5730671882629395","4.5730671882629395","4.5730671882629395","3.929014205932617","3.929014205932617","3.929014205932617"
"17500","4.419925212860107","4.419925212860107","4.419925212860107","4.367458820343018","4.367458820343018","4.367458820343018","4.603400230407715","4.603400230407715","4.603400230407715"
"17600","4.412479400634766","4.412479400634766","4.412479400634766","4.510505199432373","4.510505199432373","4.510505199432373","4.214014053344727","4.214014053344727","4.214014053344727"
"17700","4.4971513748168945","4.4971513748168945","4.4971513748168945","4.301398754119873","4.301398754119873","4.301398754119873","4.556656837463379","4.556656837463379","4.556656837463379"
