"Step","fl - loss","fl - loss__MIN","fl - loss__MAX","vn - loss","vn - loss__MIN","vn - loss__MAX"
"4300","5.064143180847168","5.064143180847168","5.064143180847168","5.257193088531494","5.257193088531494","5.257193088531494"
"4400","5.067531108856201","5.067531108856201","5.067531108856201","4.996617794036865","4.996617794036865","4.996617794036865"
"4500","5.1563544273376465","5.1563544273376465","5.1563544273376465","5.304437160491943","5.304437160491943","5.304437160491943"
"4600","5.104369640350342","5.104369640350342","5.104369640350342","5.126141548156738","5.126141548156738","5.126141548156738"
"4700","5.017642974853516","5.017642974853516","5.017642974853516","5.1659417152404785","5.1659417152404785","5.1659417152404785"
"4800","4.997141361236572","4.997141361236572","4.997141361236572","4.968407154083252","4.968407154083252","4.968407154083252"
"4900","4.779139995574951","4.779139995574951","4.779139995574951","5.1674485206604","5.1674485206604","5.1674485206604"
"5000","4.673134803771973","4.673134803771973","4.673134803771973","5.220811367034912","5.220811367034912","5.220811367034912"
"5100","5.039783000946045","5.039783000946045","5.039783000946045","5.1321587562561035","5.1321587562561035","5.1321587562561035"
"5200","5.003941535949707","5.003941535949707","5.003941535949707","4.66630744934082","4.66630744934082","4.66630744934082"
"5300","5.072741508483887","5.072741508483887","5.072741508483887","5.3483405113220215","5.3483405113220215","5.3483405113220215"
"5400","4.771604537963867","4.771604537963867","4.771604537963867","5.0485148429870605","5.0485148429870605","5.0485148429870605"
"5500","4.919919013977051","4.919919013977051","4.919919013977051","5.213336944580078","5.213336944580078","5.213336944580078"
"5600","4.626809120178223","4.626809120178223","4.626809120178223","5.077301979064941","5.077301979064941","5.077301979064941"
"5700","5.047516345977783","5.047516345977783","5.047516345977783","4.972780704498291","4.972780704498291","4.972780704498291"
"5800","4.986156463623047","4.986156463623047","4.986156463623047","4.875982284545898","4.875982284545898","4.875982284545898"
"5900","4.907657146453857","4.907657146453857","4.907657146453857","4.84158182144165","4.84158182144165","4.84158182144165"
"6000","4.68039608001709","4.68039608001709","4.68039608001709","5.116061210632324","5.116061210632324","5.116061210632324"
"6100","4.845127105712891","4.845127105712891","4.845127105712891","5.055525779724121","5.055525779724121","5.055525779724121"
"6200","5.013655185699463","5.013655185699463","5.013655185699463","5.0583271980285645","5.0583271980285645","5.0583271980285645"
"6300","4.993179798126221","4.993179798126221","4.993179798126221","4.768207550048828","4.768207550048828","4.768207550048828"
"6400","4.774905681610107","4.774905681610107","4.774905681610107","4.843113899230957","4.843113899230957","4.843113899230957"
"6500","5.015934944152832","5.015934944152832","5.015934944152832","5.128929138183594","5.128929138183594","5.128929138183594"
"6600","4.877189636230469","4.877189636230469","4.877189636230469","4.956601142883301","4.956601142883301","4.956601142883301"
"6700","4.688787937164307","4.688787937164307","4.688787937164307","5.2701334953308105","5.2701334953308105","5.2701334953308105"
"6800","4.726308822631836","4.726308822631836","4.726308822631836","5.131175518035889","5.131175518035889","5.131175518035889"
"6900","4.762791156768799","4.762791156768799","4.762791156768799","5.045423984527588","5.045423984527588","5.045423984527588"
"7000","4.807272911071777","4.807272911071777","4.807272911071777","4.950841426849365","4.950841426849365","4.950841426849365"
"7100","4.428316593170166","4.428316593170166","4.428316593170166","5.045440673828125","5.045440673828125","5.045440673828125"
"7200","4.961068630218506","4.961068630218506","4.961068630218506","4.939687252044678","4.939687252044678","4.939687252044678"
"7300","4.976798057556152","4.976798057556152","4.976798057556152","4.907991409301758","4.907991409301758","4.907991409301758"
"7400","4.626795768737793","4.626795768737793","4.626795768737793","5.02482795715332","5.02482795715332","5.02482795715332"
"7500","4.899038791656494","4.899038791656494","4.899038791656494","4.696174621582031","4.696174621582031","4.696174621582031"
"7600","4.803343772888184","4.803343772888184","4.803343772888184","4.9410481452941895","4.9410481452941895","4.9410481452941895"
"7700","4.874497413635254","4.874497413635254","4.874497413635254","4.808876991271973","4.808876991271973","4.808876991271973"
"7800","4.863628387451172","4.863628387451172","4.863628387451172","4.558515548706055","4.558515548706055","4.558515548706055"
"7900","4.805241584777832","4.805241584777832","4.805241584777832","5.073814868927002","5.073814868927002","5.073814868927002"
"8000","4.752002239227295","4.752002239227295","4.752002239227295","4.701852798461914","4.701852798461914","4.701852798461914"
"8100","4.893495559692383","4.893495559692383","4.893495559692383","4.775375843048096","4.775375843048096","4.775375843048096"
"8200","4.805105686187744","4.805105686187744","4.805105686187744","4.87789249420166","4.87789249420166","4.87789249420166"
"8300","4.852813720703125","4.852813720703125","4.852813720703125","4.874170780181885","4.874170780181885","4.874170780181885"
"8400","4.852880001068115","4.852880001068115","4.852880001068115","4.687258720397949","4.687258720397949","4.687258720397949"
"8500","4.9349284172058105","4.9349284172058105","4.9349284172058105","4.862308025360107","4.862308025360107","4.862308025360107"
"8600","4.601008892059326","4.601008892059326","4.601008892059326","4.893948554992676","4.893948554992676","4.893948554992676"
"8700","4.921689987182617","4.921689987182617","4.921689987182617","4.501986026763916","4.501986026763916","4.501986026763916"
"8800","4.707766056060791","4.707766056060791","4.707766056060791","4.915749549865723","4.915749549865723","4.915749549865723"
"8900","4.686458587646484","4.686458587646484","4.686458587646484","4.682104110717773","4.682104110717773","4.682104110717773"
"9000","4.5898332595825195","4.5898332595825195","4.5898332595825195","4.819378852844238","4.819378852844238","4.819378852844238"
"9100","4.793549537658691","4.793549537658691","4.793549537658691","4.7901506423950195","4.7901506423950195","4.7901506423950195"
"9200","4.702357292175293","4.702357292175293","4.702357292175293","4.793970584869385","4.793970584869385","4.793970584869385"
"9300","4.597720623016357","4.597720623016357","4.597720623016357","4.9191131591796875","4.9191131591796875","4.9191131591796875"
"9400","4.794657230377197","4.794657230377197","4.794657230377197","5.038040637969971","5.038040637969971","5.038040637969971"
"9500","4.542022228240967","4.542022228240967","4.542022228240967","4.729774475097656","4.729774475097656","4.729774475097656"
"9600","4.826528549194336","4.826528549194336","4.826528549194336","4.826689720153809","4.826689720153809","4.826689720153809"
"9700","4.766879558563232","4.766879558563232","4.766879558563232","4.568050384521484","4.568050384521484","4.568050384521484"
"9800","4.731048107147217","4.731048107147217","4.731048107147217","4.869422435760498","4.869422435760498","4.869422435760498"
"9900","4.3741679191589355","4.3741679191589355","4.3741679191589355","4.829906940460205","4.829906940460205","4.829906940460205"
"10000","4.775012969970703","4.775012969970703","4.775012969970703","4.388158798217773","4.388158798217773","4.388158798217773"
"10100","4.786622047424316","4.786622047424316","4.786622047424316","4.168385982513428","4.168385982513428","4.168385982513428"
"10200","4.693018913269043","4.693018913269043","4.693018913269043","4.5250678062438965","4.5250678062438965","4.5250678062438965"
"10300","4.394842147827148","4.394842147827148","4.394842147827148","4.585168361663818","4.585168361663818","4.585168361663818"
"10400","4.771714210510254","4.771714210510254","4.771714210510254","4.524958610534668","4.524958610534668","4.524958610534668"
"10500","4.74774694442749","4.74774694442749","4.74774694442749","4.600761413574219","4.600761413574219","4.600761413574219"
"10600","4.683480262756348","4.683480262756348","4.683480262756348","4.445013999938965","4.445013999938965","4.445013999938965"
"10700","4.292500019073486","4.292500019073486","4.292500019073486","4.586612701416016","4.586612701416016","4.586612701416016"
"10800","4.444178104400635","4.444178104400635","4.444178104400635","4.661868572235107","4.661868572235107","4.661868572235107"
"10900","4.577388286590576","4.577388286590576","4.577388286590576","4.8810811042785645","4.8810811042785645","4.8810811042785645"
"11000","4.627655982971191","4.627655982971191","4.627655982971191","4.343975067138672","4.343975067138672","4.343975067138672"
"11100","4.615274429321289","4.615274429321289","4.615274429321289","4.6233015060424805","4.6233015060424805","4.6233015060424805"
"11200","4.427124977111816","4.427124977111816","4.427124977111816","4.623472213745117","4.623472213745117","4.623472213745117"
"11300","4.650210857391357","4.650210857391357","4.650210857391357","4.725748538970947","4.725748538970947","4.725748538970947"
"11400","4.641228675842285","4.641228675842285","4.641228675842285","4.679566860198975","4.679566860198975","4.679566860198975"
"11500","4.621522426605225","4.621522426605225","4.621522426605225","4.761402130126953","4.761402130126953","4.761402130126953"
"11600","4.486146450042725","4.486146450042725","4.486146450042725","4.712790489196777","4.712790489196777","4.712790489196777"
"11700","4.82734489440918","4.82734489440918","4.82734489440918","4.7354841232299805","4.7354841232299805","4.7354841232299805"
"11800","4.515417098999023","4.515417098999023","4.515417098999023","4.689370155334473","4.689370155334473","4.689370155334473"
"11900","4.64494514465332","4.64494514465332","4.64494514465332","4.538912296295166","4.538912296295166","4.538912296295166"
"12000","4.673912525177002","4.673912525177002","4.673912525177002","4.602805137634277","4.602805137634277","4.602805137634277"
"12100","4.693034648895264","4.693034648895264","4.693034648895264","4.456437587738037","4.456437587738037","4.456437587738037"
"12200","4.75604248046875","4.75604248046875","4.75604248046875","4.682666778564453","4.682666778564453","4.682666778564453"
"12300","4.614525318145752","4.614525318145752","4.614525318145752","4.697366714477539","4.697366714477539","4.697366714477539"
"12400","4.44735050201416","4.44735050201416","4.44735050201416","4.65174674987793","4.65174674987793","4.65174674987793"
"12500","4.133515357971191","4.133515357971191","4.133515357971191","4.353928565979004","4.353928565979004","4.353928565979004"
"12600","4.75373649597168","4.75373649597168","4.75373649597168","4.726685523986816","4.726685523986816","4.726685523986816"
"12700","4.5179123878479","4.5179123878479","4.5179123878479","4.155389785766602","4.155389785766602","4.155389785766602"
"12800","4.611297607421875","4.611297607421875","4.611297607421875","4.450992584228516","4.450992584228516","4.450992584228516"
"12900","4.612838268280029","4.612838268280029","4.612838268280029","4.508497714996338","4.508497714996338","4.508497714996338"
"13000","4.644235610961914","4.644235610961914","4.644235610961914","4.700918197631836","4.700918197631836","4.700918197631836"
"13100","4.492739200592041","4.492739200592041","4.492739200592041","4.713801860809326","4.713801860809326","4.713801860809326"
"13200","4.706402778625488","4.706402778625488","4.706402778625488","4.446079730987549","4.446079730987549","4.446079730987549"
"13300","4.6649861335754395","4.6649861335754395","4.6649861335754395","4.6792755126953125","4.6792755126953125","4.6792755126953125"
"13400","4.573666095733643","4.573666095733643","4.573666095733643","4.753164291381836","4.753164291381836","4.753164291381836"
"13500","4.7869343757629395","4.7869343757629395","4.7869343757629395","4.4334330558776855","4.4334330558776855","4.4334330558776855"
"13600","4.6713972091674805","4.6713972091674805","4.6713972091674805","4.45864725112915","4.45864725112915","4.45864725112915"
"13700","4.700221061706543","4.700221061706543","4.700221061706543","4.515543460845947","4.515543460845947","4.515543460845947"
"13800","4.421019077301025","4.421019077301025","4.421019077301025","4.647873878479004","4.647873878479004","4.647873878479004"
"13900","4.33547830581665","4.33547830581665","4.33547830581665","4.562509536743164","4.562509536743164","4.562509536743164"
"14000","4.547297954559326","4.547297954559326","4.547297954559326","4.643945693969727","4.643945693969727","4.643945693969727"
"14100","4.581534385681152","4.581534385681152","4.581534385681152","4.7579145431518555","4.7579145431518555","4.7579145431518555"
"14200","4.590463161468506","4.590463161468506","4.590463161468506","4.5919904708862305","4.5919904708862305","4.5919904708862305"
"14300","4.415466785430908","4.415466785430908","4.415466785430908","4.383451461791992","4.383451461791992","4.383451461791992"
"14400","4.674520015716553","4.674520015716553","4.674520015716553","4.64593505859375","4.64593505859375","4.64593505859375"
"14500","4.401984214782715","4.401984214782715","4.401984214782715","4.654987335205078","4.654987335205078","4.654987335205078"
"14600","4.601065158843994","4.601065158843994","4.601065158843994","4.395178318023682","4.395178318023682","4.395178318023682"
"14700","4.496717929840088","4.496717929840088","4.496717929840088","4.510546684265137","4.510546684265137","4.510546684265137"
"14800","4.561452388763428","4.561452388763428","4.561452388763428","4.537815570831299","4.537815570831299","4.537815570831299"
"14900","4.556318283081055","4.556318283081055","4.556318283081055","4.467966556549072","4.467966556549072","4.467966556549072"
"15000","4.451756477355957","4.451756477355957","4.451756477355957","4.332304954528809","4.332304954528809","4.332304954528809"
"15100","4.558670997619629","4.558670997619629","4.558670997619629","4.706063747406006","4.706063747406006","4.706063747406006"
"15200","4.580147743225098","4.580147743225098","4.580147743225098","4.548618793487549","4.548618793487549","4.548618793487549"
"15300","4.319815158843994","4.319815158843994","4.319815158843994","4.340831756591797","4.340831756591797","4.340831756591797"
"15400","4.367935657501221","4.367935657501221","4.367935657501221","4.317749500274658","4.317749500274658","4.317749500274658"
"15500","4.53870153427124","4.53870153427124","4.53870153427124","4.613775730133057","4.613775730133057","4.613775730133057"
"15600","4.478701114654541","4.478701114654541","4.478701114654541","4.391021251678467","4.391021251678467","4.391021251678467"
"15700","4.64056396484375","4.64056396484375","4.64056396484375","4.440047264099121","4.440047264099121","4.440047264099121"
"15800","4.599861145019531","4.599861145019531","4.599861145019531","4.54166316986084","4.54166316986084","4.54166316986084"
"15900","4.494471073150635","4.494471073150635","4.494471073150635","4.535884857177734","4.535884857177734","4.535884857177734"
"16000","4.555964469909668","4.555964469909668","4.555964469909668","4.478951454162598","4.478951454162598","4.478951454162598"
"16100","4.453902721405029","4.453902721405029","4.453902721405029","4.6396098136901855","4.6396098136901855","4.6396098136901855"
"16200","4.560762405395508","4.560762405395508","4.560762405395508","4.448814868927002","4.448814868927002","4.448814868927002"
"16300","4.522099018096924","4.522099018096924","4.522099018096924","4.677977085113525","4.677977085113525","4.677977085113525"
"16400","4.301080226898193","4.301080226898193","4.301080226898193","4.504914283752441","4.504914283752441","4.504914283752441"
"16500","4.516562461853027","4.516562461853027","4.516562461853027","4.229372024536133","4.229372024536133","4.229372024536133"
"16600","4.55767822265625","4.55767822265625","4.55767822265625","4.6664018630981445","4.6664018630981445","4.6664018630981445"
"16700","4.5972580909729","4.5972580909729","4.5972580909729","4.5020880699157715","4.5020880699157715","4.5020880699157715"
"16800","4.570964813232422","4.570964813232422","4.570964813232422","4.020750999450684","4.020750999450684","4.020750999450684"
"16900","4.548093795776367","4.548093795776367","4.548093795776367","4.455973148345947","4.455973148345947","4.455973148345947"
"17000","4.546448707580566","4.546448707580566","4.546448707580566","4.4674458503723145","4.4674458503723145","4.4674458503723145"
"17100","4.488962173461914","4.488962173461914","4.488962173461914","4.4576263427734375","4.4576263427734375","4.4576263427734375"
"17200","4.3473639488220215","4.3473639488220215","4.3473639488220215","4.502511501312256","4.502511501312256","4.502511501312256"
"17300","4.5513505935668945","4.5513505935668945","4.5513505935668945","4.443243026733398","4.443243026733398","4.443243026733398"
"17400","4.518786907196045","4.518786907196045","4.518786907196045","4.424543857574463","4.424543857574463","4.424543857574463"
"17500","4.563784122467041","4.563784122467041","4.563784122467041","4.289271831512451","4.289271831512451","4.289271831512451"
"17600","4.238945007324219","4.238945007324219","4.238945007324219","4.395547866821289","4.395547866821289","4.395547866821289"
"17700","4.490814208984375","4.490814208984375","4.490814208984375","4.182694435119629","4.182694435119629","4.182694435119629"
"17800","4.534611225128174","4.534611225128174","4.534611225128174","4.148394584655762","4.148394584655762","4.148394584655762"
"17900","4.1590657234191895","4.1590657234191895","4.1590657234191895","4.49883508682251","4.49883508682251","4.49883508682251"
"18000","4.488405227661133","4.488405227661133","4.488405227661133","4.315525531768799","4.315525531768799","4.315525531768799"
"18100","4.433229446411133","4.433229446411133","4.433229446411133","4.650339603424072","4.650339603424072","4.650339603424072"
"18200","4.388721942901611","4.388721942901611","4.388721942901611","4.61912727355957","4.61912727355957","4.61912727355957"
"18300","4.220178604125977","4.220178604125977","4.220178604125977","4.4533162117004395","4.4533162117004395","4.4533162117004395"
"18400","4.730899333953857","4.730899333953857","4.730899333953857","4.484033107757568","4.484033107757568","4.484033107757568"
"18500","4.562827110290527","4.562827110290527","4.562827110290527","4.511320114135742","4.511320114135742","4.511320114135742"
"18600","4.461843013763428","4.461843013763428","4.461843013763428","4.224839687347412","4.224839687347412","4.224839687347412"
"18700","4.5703959465026855","4.5703959465026855","4.5703959465026855","4.460819721221924","4.460819721221924","4.460819721221924"
"18800","4.470546722412109","4.470546722412109","4.470546722412109","4.519443511962891","4.519443511962891","4.519443511962891"
"18900","4.278848171234131","4.278848171234131","4.278848171234131","4.56605863571167","4.56605863571167","4.56605863571167"
"19000","4.501245975494385","4.501245975494385","4.501245975494385","4.515453338623047","4.515453338623047","4.515453338623047"
"19100","4.401703834533691","4.401703834533691","4.401703834533691","4.490189075469971","4.490189075469971","4.490189075469971"
"19200","4.568386077880859","4.568386077880859","4.568386077880859","4.148974895477295","4.148974895477295","4.148974895477295"
"19300","4.002807140350342","4.002807140350342","4.002807140350342","4.257747650146484","4.257747650146484","4.257747650146484"
"19400","4.511127948760986","4.511127948760986","4.511127948760986","4.459938049316406","4.459938049316406","4.459938049316406"
"19500","4.4912614822387695","4.4912614822387695","4.4912614822387695","4.330180644989014","4.330180644989014","4.330180644989014"
"19600","4.612391471862793","4.612391471862793","4.612391471862793","4.412014007568359","4.412014007568359","4.412014007568359"
"19700","4.229742050170898","4.229742050170898","4.229742050170898","4.486159324645996","4.486159324645996","4.486159324645996"
"19800","4.530459880828857","4.530459880828857","4.530459880828857","4.473347187042236","4.473347187042236","4.473347187042236"
"19900","4.4858856201171875","4.4858856201171875","4.4858856201171875","4.355607509613037","4.355607509613037","4.355607509613037"
"20000","4.522340297698975","4.522340297698975","4.522340297698975","4.455865859985352","4.455865859985352","4.455865859985352"
"20100","4.5026164054870605","4.5026164054870605","4.5026164054870605","4.231334686279297","4.231334686279297","4.231334686279297"
"20200","4.280008792877197","4.280008792877197","4.280008792877197","4.399875640869141","4.399875640869141","4.399875640869141"
"20300","4.038961887359619","4.038961887359619","4.038961887359619","4.461856842041016","4.461856842041016","4.461856842041016"
"20400","4.353601455688477","4.353601455688477","4.353601455688477","4.458261489868164","4.458261489868164","4.458261489868164"
"20500","4.2671799659729","4.2671799659729","4.2671799659729","4.391969680786133","4.391969680786133","4.391969680786133"
"20600","4.468293190002441","4.468293190002441","4.468293190002441","4.453212738037109","4.453212738037109","4.453212738037109"
"20700","4.570469856262207","4.570469856262207","4.570469856262207","4.354512691497803","4.354512691497803","4.354512691497803"
"20800","4.518862724304199","4.518862724304199","4.518862724304199","4.298712253570557","4.298712253570557","4.298712253570557"
"20900","4.141600131988525","4.141600131988525","4.141600131988525","4.410684585571289","4.410684585571289","4.410684585571289"
"21000","4.44950008392334","4.44950008392334","4.44950008392334","4.175782680511475","4.175782680511475","4.175782680511475"
"21100","4.357027053833008","4.357027053833008","4.357027053833008","4.422288417816162","4.422288417816162","4.422288417816162"
"21200","4.455477714538574","4.455477714538574","4.455477714538574","4.172698974609375","4.172698974609375","4.172698974609375"
"21300","4.421656608581543","4.421656608581543","4.421656608581543","4.418054580688477","4.418054580688477","4.418054580688477"
"21400","4.332850456237793","4.332850456237793","4.332850456237793","4.304882526397705","4.304882526397705","4.304882526397705"
"21500","4.518984317779541","4.518984317779541","4.518984317779541","4.325145721435547","4.325145721435547","4.325145721435547"
"21600","4.507477283477783","4.507477283477783","4.507477283477783","4.3481125831604","4.3481125831604","4.3481125831604"
"21700","4.2335662841796875","4.2335662841796875","4.2335662841796875","4.147653579711914","4.147653579711914","4.147653579711914"
"21800","4.243100166320801","4.243100166320801","4.243100166320801","4.415927410125732","4.415927410125732","4.415927410125732"
"21900","4.444596290588379","4.444596290588379","4.444596290588379","4.117579936981201","4.117579936981201","4.117579936981201"
"22000","4.162907600402832","4.162907600402832","4.162907600402832","4.482428073883057","4.482428073883057","4.482428073883057"
"22100","4.496031761169434","4.496031761169434","4.496031761169434","4.43039083480835","4.43039083480835","4.43039083480835"
"22200","4.451436996459961","4.451436996459961","4.451436996459961","4.499117374420166","4.499117374420166","4.499117374420166"
"22300","4.140792369842529","4.140792369842529","4.140792369842529","4.405261039733887","4.405261039733887","4.405261039733887"
"22400","4.262935161590576","4.262935161590576","4.262935161590576","4.353805065155029","4.353805065155029","4.353805065155029"
"22500","4.426776885986328","4.426776885986328","4.426776885986328","4.3694868087768555","4.3694868087768555","4.3694868087768555"
"22600","4.208643913269043","4.208643913269043","4.208643913269043","4.286219120025635","4.286219120025635","4.286219120025635"
"22700","4.483643531799316","4.483643531799316","4.483643531799316","4.380115509033203","4.380115509033203","4.380115509033203"
"22800","4.480902671813965","4.480902671813965","4.480902671813965","4.426331043243408","4.426331043243408","4.426331043243408"
"22900","4.160749435424805","4.160749435424805","4.160749435424805","4.174376487731934","4.174376487731934","4.174376487731934"
"23000","4.47624397277832","4.47624397277832","4.47624397277832","4.2497100830078125","4.2497100830078125","4.2497100830078125"
"23100","4.325845241546631","4.325845241546631","4.325845241546631","4.470026969909668","4.470026969909668","4.470026969909668"
"23200","4.452694892883301","4.452694892883301","4.452694892883301","4.295741081237793","4.295741081237793","4.295741081237793"
"23300","4.491137504577637","4.491137504577637","4.491137504577637","4.339414119720459","4.339414119720459","4.339414119720459"
"23400","4.382359504699707","4.382359504699707","4.382359504699707","4.3210835456848145","4.3210835456848145","4.3210835456848145"
"23500","4.430490016937256","4.430490016937256","4.430490016937256","3.9102489948272705","3.9102489948272705","3.9102489948272705"
"23600","4.276026725769043","4.276026725769043","4.276026725769043","4.335681915283203","4.335681915283203","4.335681915283203"
"23700","4.444929122924805","4.444929122924805","4.444929122924805","4.391092300415039","4.391092300415039","4.391092300415039"
"23800","4.501026630401611","4.501026630401611","4.501026630401611","4.261058807373047","4.261058807373047","4.261058807373047"
"23900","4.425992488861084","4.425992488861084","4.425992488861084","4.333739280700684","4.333739280700684","4.333739280700684"
"24000","4.495569229125977","4.495569229125977","4.495569229125977","4.411929130554199","4.411929130554199","4.411929130554199"
"24100","4.197841644287109","4.197841644287109","4.197841644287109","4.101240158081055","4.101240158081055","4.101240158081055"
"24200","4.242151260375977","4.242151260375977","4.242151260375977","4.288424015045166","4.288424015045166","4.288424015045166"
"24300","4.432831764221191","4.432831764221191","4.432831764221191","4.38676643371582","4.38676643371582","4.38676643371582"
"24400","4.002458095550537","4.002458095550537","4.002458095550537","4.310556411743164","4.310556411743164","4.310556411743164"
"24500","4.385447978973389","4.385447978973389","4.385447978973389","4.415966510772705","4.415966510772705","4.415966510772705"
"24600","4.432367324829102","4.432367324829102","4.432367324829102","4.411313533782959","4.411313533782959","4.411313533782959"
"24700","4.4567389488220215","4.4567389488220215","4.4567389488220215","4.238534927368164","4.238534927368164","4.238534927368164"
"24800","4.2818427085876465","4.2818427085876465","4.2818427085876465","4.3789238929748535","4.3789238929748535","4.3789238929748535"
"24900","4.059175491333008","4.059175491333008","4.059175491333008","4.091070652008057","4.091070652008057","4.091070652008057"
"25000","4.472640037536621","4.472640037536621","4.472640037536621","4.010388374328613","4.010388374328613","4.010388374328613"
"25100","4.334773063659668","4.334773063659668","4.334773063659668","4.088850975036621","4.088850975036621","4.088850975036621"
"25200","4.410446643829346","4.410446643829346","4.410446643829346","4.406980991363525","4.406980991363525","4.406980991363525"
"25300","4.496644973754883","4.496644973754883","4.496644973754883","4.286498546600342","4.286498546600342","4.286498546600342"
"25400","4.432879447937012","4.432879447937012","4.432879447937012","4.108920574188232","4.108920574188232","4.108920574188232"
"25500","4.106893062591553","4.106893062591553","4.106893062591553","4.1125946044921875","4.1125946044921875","4.1125946044921875"
"25600","4.438467979431152","4.438467979431152","4.438467979431152","4.25302791595459","4.25302791595459","4.25302791595459"
"25700","4.461267948150635","4.461267948150635","4.461267948150635","4.378537178039551","4.378537178039551","4.378537178039551"
"25800","4.0414652824401855","4.0414652824401855","4.0414652824401855","4.062037944793701","4.062037944793701","4.062037944793701"
