"Step","tpt - loss","tpt - loss__MIN","tpt - loss__MAX"
"4200","5.409492492675781","5.409492492675781","5.409492492675781"
"4300","5.175940036773682","5.175940036773682","5.175940036773682"
"4400","4.979715347290039","4.979715347290039","4.979715347290039"
"4500","5.150270462036133","5.150270462036133","5.150270462036133"
"4600","4.990931987762451","4.990931987762451","4.990931987762451"
"4700","4.9559736251831055","4.9559736251831055","4.9559736251831055"
"4800","5.076476573944092","5.076476573944092","5.076476573944092"
"4900","5.144555568695068","5.144555568695068","5.144555568695068"
"5000","5.007618427276611","5.007618427276611","5.007618427276611"
"5100","4.736597537994385","4.736597537994385","4.736597537994385"
"5200","4.999207496643066","4.999207496643066","4.999207496643066"
"5300","4.847594738006592","4.847594738006592","4.847594738006592"
"5400","5.107426643371582","5.107426643371582","5.107426643371582"
"5500","4.865590572357178","4.865590572357178","4.865590572357178"
"5600","5.062095642089844","5.062095642089844","5.062095642089844"
"5700","4.646944999694824","4.646944999694824","4.646944999694824"
"5800","5.036647796630859","5.036647796630859","5.036647796630859"
"5900","4.918639183044434","4.918639183044434","4.918639183044434"
"6000","4.88340950012207","4.88340950012207","4.88340950012207"
"6100","4.90639591217041","4.90639591217041","4.90639591217041"
"6200","4.898861885070801","4.898861885070801","4.898861885070801"
"6300","4.953052043914795","4.953052043914795","4.953052043914795"
"6400","4.809431076049805","4.809431076049805","4.809431076049805"
"6500","4.722755432128906","4.722755432128906","4.722755432128906"
"6600","4.832302093505859","4.832302093505859","4.832302093505859"
"6700","4.829174995422363","4.829174995422363","4.829174995422363"
"6800","5.0085649490356445","5.0085649490356445","5.0085649490356445"
"6900","4.816201210021973","4.816201210021973","4.816201210021973"
"7000","4.897712707519531","4.897712707519531","4.897712707519531"
"7100","4.9084153175354","4.9084153175354","4.9084153175354"
"7200","4.608017444610596","4.608017444610596","4.608017444610596"
"7300","4.654127597808838","4.654127597808838","4.654127597808838"
"7400","4.897658348083496","4.897658348083496","4.897658348083496"
"7500","4.79679012298584","4.79679012298584","4.79679012298584"
"7600","5.002838134765625","5.002838134765625","5.002838134765625"
"7700","4.7190141677856445","4.7190141677856445","4.7190141677856445"
"7800","4.8312554359436035","4.8312554359436035","4.8312554359436035"
"7900","4.864687442779541","4.864687442779541","4.864687442779541"
"8000","4.696117401123047","4.696117401123047","4.696117401123047"
"8100","4.804525375366211","4.804525375366211","4.804525375366211"
"8200","4.532059669494629","4.532059669494629","4.532059669494629"
"8300","4.706088542938232","4.706088542938232","4.706088542938232"
"8400","4.770203590393066","4.770203590393066","4.770203590393066"
"8500","4.772936820983887","4.772936820983887","4.772936820983887"
"8600","4.733419895172119","4.733419895172119","4.733419895172119"
"8700","4.739682674407959","4.739682674407959","4.739682674407959"
"8800","4.781967639923096","4.781967639923096","4.781967639923096"
"8900","4.69301176071167","4.69301176071167","4.69301176071167"
"9000","4.73041296005249","4.73041296005249","4.73041296005249"
"9100","4.700432777404785","4.700432777404785","4.700432777404785"
"9200","4.7943925857543945","4.7943925857543945","4.7943925857543945"
"9300","4.767982482910156","4.767982482910156","4.767982482910156"
"9400","4.714145183563232","4.714145183563232","4.714145183563232"
"9500","4.763361930847168","4.763361930847168","4.763361930847168"
"9600","4.750017166137695","4.750017166137695","4.750017166137695"
"9700","4.794143199920654","4.794143199920654","4.794143199920654"
"9800","4.523111820220947","4.523111820220947","4.523111820220947"
"9900","4.714844226837158","4.714844226837158","4.714844226837158"
"10000","4.249021530151367","4.249021530151367","4.249021530151367"
"10100","4.670431613922119","4.670431613922119","4.670431613922119"
"10200","4.6074299812316895","4.6074299812316895","4.6074299812316895"
"10300","4.610619068145752","4.610619068145752","4.610619068145752"
"10400","4.742199420928955","4.742199420928955","4.742199420928955"
"10500","4.586374282836914","4.586374282836914","4.586374282836914"
"10600","4.7622809410095215","4.7622809410095215","4.7622809410095215"
"10700","4.708610534667969","4.708610534667969","4.708610534667969"
"10800","4.729999542236328","4.729999542236328","4.729999542236328"
"10900","4.621491432189941","4.621491432189941","4.621491432189941"
"11000","4.743636608123779","4.743636608123779","4.743636608123779"
"11100","4.2754902839660645","4.2754902839660645","4.2754902839660645"
"11200","4.417423725128174","4.417423725128174","4.417423725128174"
"11300","4.58860445022583","4.58860445022583","4.58860445022583"
"11400","4.664519309997559","4.664519309997559","4.664519309997559"
"11500","4.656294345855713","4.656294345855713","4.656294345855713"
"11600","4.625593662261963","4.625593662261963","4.625593662261963"
"11700","4.7433013916015625","4.7433013916015625","4.7433013916015625"
"11800","4.566188812255859","4.566188812255859","4.566188812255859"
"11900","4.440799713134766","4.440799713134766","4.440799713134766"
"12000","4.628671169281006","4.628671169281006","4.628671169281006"
"12100","4.434711456298828","4.434711456298828","4.434711456298828"
"12200","4.568607807159424","4.568607807159424","4.568607807159424"
"12300","4.603638648986816","4.603638648986816","4.603638648986816"
"12400","4.565692901611328","4.565692901611328","4.565692901611328"
"12500","4.437477111816406","4.437477111816406","4.437477111816406"
"12600","4.505640983581543","4.505640983581543","4.505640983581543"
"12700","4.458638668060303","4.458638668060303","4.458638668060303"
"12800","4.679394721984863","4.679394721984863","4.679394721984863"
"12900","4.613461017608643","4.613461017608643","4.613461017608643"
"13000","4.603838920593262","4.603838920593262","4.603838920593262"
"13100","4.498996734619141","4.498996734619141","4.498996734619141"
"13200","4.570315837860107","4.570315837860107","4.570315837860107"
"13300","4.5537190437316895","4.5537190437316895","4.5537190437316895"
"13400","4.300942420959473","4.300942420959473","4.300942420959473"
"13500","4.413187026977539","4.413187026977539","4.413187026977539"
"13600","4.542526721954346","4.542526721954346","4.542526721954346"
"13700","4.480685710906982","4.480685710906982","4.480685710906982"
"13800","4.48555326461792","4.48555326461792","4.48555326461792"
"13900","4.345457553863525","4.345457553863525","4.345457553863525"
"14000","4.317839622497559","4.317839622497559","4.317839622497559"
"14100","4.337771415710449","4.337771415710449","4.337771415710449"
"14200","4.296289920806885","4.296289920806885","4.296289920806885"
"14300","4.498043060302734","4.498043060302734","4.498043060302734"
"14400","4.434994697570801","4.434994697570801","4.434994697570801"
"14500","4.408157825469971","4.408157825469971","4.408157825469971"
"14600","4.487439155578613","4.487439155578613","4.487439155578613"
"14700","4.360385417938232","4.360385417938232","4.360385417938232"
"14800","4.380702972412109","4.380702972412109","4.380702972412109"
"14900","4.465557098388672","4.465557098388672","4.465557098388672"
"15000","4.391288757324219","4.391288757324219","4.391288757324219"
"15100","4.183032989501953","4.183032989501953","4.183032989501953"
"15200","4.434041976928711","4.434041976928711","4.434041976928711"
"15300","4.462608337402344","4.462608337402344","4.462608337402344"
"15400","4.45461368560791","4.45461368560791","4.45461368560791"
"15500","4.324718475341797","4.324718475341797","4.324718475341797"
"15600","4.466673851013184","4.466673851013184","4.466673851013184"
"15700","4.473513126373291","4.473513126373291","4.473513126373291"
"15800","4.560193061828613","4.560193061828613","4.560193061828613"
"15900","4.242319107055664","4.242319107055664","4.242319107055664"
"16000","4.448401927947998","4.448401927947998","4.448401927947998"
"16100","4.240634918212891","4.240634918212891","4.240634918212891"
"16200","4.408877372741699","4.408877372741699","4.408877372741699"
"16300","4.2553019523620605","4.2553019523620605","4.2553019523620605"
"16400","4.372489929199219","4.372489929199219","4.372489929199219"
"16500","4.461065292358398","4.461065292358398","4.461065292358398"
"16600","4.337212085723877","4.337212085723877","4.337212085723877"
"16700","4.159426689147949","4.159426689147949","4.159426689147949"
"16800","4.40718936920166","4.40718936920166","4.40718936920166"
"16900","4.257656574249268","4.257656574249268","4.257656574249268"
"17000","4.4009575843811035","4.4009575843811035","4.4009575843811035"
"17100","4.283900260925293","4.283900260925293","4.283900260925293"
"17200","4.445537567138672","4.445537567138672","4.445537567138672"
"17300","4.436828136444092","4.436828136444092","4.436828136444092"
"17400","4.288064956665039","4.288064956665039","4.288064956665039"
"17500","4.283155918121338","4.283155918121338","4.283155918121338"
"17600","4.281612396240234","4.281612396240234","4.281612396240234"
"17700","4.403964996337891","4.403964996337891","4.403964996337891"
"17800","4.187403678894043","4.187403678894043","4.187403678894043"
"17900","4.4141693115234375","4.4141693115234375","4.4141693115234375"
"18000","4.297848224639893","4.297848224639893","4.297848224639893"
"18100","4.395269393920898","4.395269393920898","4.395269393920898"
"18200","4.4227094650268555","4.4227094650268555","4.4227094650268555"
"18300","4.367008686065674","4.367008686065674","4.367008686065674"
"18400","4.444524765014648","4.444524765014648","4.444524765014648"
"18500","4.366191864013672","4.366191864013672","4.366191864013672"
"18600","4.360773086547852","4.360773086547852","4.360773086547852"
"18700","4.3375420570373535","4.3375420570373535","4.3375420570373535"
"18800","4.281891345977783","4.281891345977783","4.281891345977783"
"18900","4.397130966186523","4.397130966186523","4.397130966186523"
"19000","4.233849048614502","4.233849048614502","4.233849048614502"
"19100","4.236782550811768","4.236782550811768","4.236782550811768"
"19200","4.3978271484375","4.3978271484375","4.3978271484375"
"19300","4.130302429199219","4.130302429199219","4.130302429199219"
"19400","4.182474136352539","4.182474136352539","4.182474136352539"
"19500","4.2642951011657715","4.2642951011657715","4.2642951011657715"
"19600","4.189060211181641","4.189060211181641","4.189060211181641"
"19700","4.301916122436523","4.301916122436523","4.301916122436523"
"19800","4.3104143142700195","4.3104143142700195","4.3104143142700195"
"19900","4.341891288757324","4.341891288757324","4.341891288757324"
"20000","4.277441501617432","4.277441501617432","4.277441501617432"
"20100","4.272327899932861","4.272327899932861","4.272327899932861"
"20200","4.033664226531982","4.033664226531982","4.033664226531982"
"20300","4.1188459396362305","4.1188459396362305","4.1188459396362305"
"20400","4.357588768005371","4.357588768005371","4.357588768005371"
"20500","4.266417503356934","4.266417503356934","4.266417503356934"
"20600","4.309255599975586","4.309255599975586","4.309255599975586"
"20700","4.123539924621582","4.123539924621582","4.123539924621582"
"20800","4.185726642608643","4.185726642608643","4.185726642608643"
"20900","4.288379192352295","4.288379192352295","4.288379192352295"
"21000","4.375948905944824","4.375948905944824","4.375948905944824"
"21100","4.232926368713379","4.232926368713379","4.232926368713379"
"21200","4.393805503845215","4.393805503845215","4.393805503845215"
"21300","4.339879035949707","4.339879035949707","4.339879035949707"
"21400","4.180030345916748","4.180030345916748","4.180030345916748"
"21500","4.271585464477539","4.271585464477539","4.271585464477539"
"21600","4.082735538482666","4.082735538482666","4.082735538482666"
"21700","4.298231601715088","4.298231601715088","4.298231601715088"
"21800","4.3660783767700195","4.3660783767700195","4.3660783767700195"
"21900","4.197685718536377","4.197685718536377","4.197685718536377"
"22000","4.306880474090576","4.306880474090576","4.306880474090576"
"22100","4.258935928344727","4.258935928344727","4.258935928344727"
"22200","4.258955478668213","4.258955478668213","4.258955478668213"
"22300","4.293127059936523","4.293127059936523","4.293127059936523"
"22400","4.186084270477295","4.186084270477295","4.186084270477295"
"22500","4.242368698120117","4.242368698120117","4.242368698120117"
"22600","4.311241626739502","4.311241626739502","4.311241626739502"
"22700","4.2885308265686035","4.2885308265686035","4.2885308265686035"
"22800","4.091460227966309","4.091460227966309","4.091460227966309"
"22900","4.128174304962158","4.128174304962158","4.128174304962158"
"23000","4.003103256225586","4.003103256225586","4.003103256225586"
"23100","4.319520950317383","4.319520950317383","4.319520950317383"
"23200","4.31512451171875","4.31512451171875","4.31512451171875"
"23300","4.20631742477417","4.20631742477417","4.20631742477417"
"23400","4.253027439117432","4.253027439117432","4.253027439117432"
"23500","4.2287187576293945","4.2287187576293945","4.2287187576293945"
"23600","4.202153205871582","4.202153205871582","4.202153205871582"
"23700","4.310360908508301","4.310360908508301","4.310360908508301"
"23800","4.200353145599365","4.200353145599365","4.200353145599365"
"23900","4.127686977386475","4.127686977386475","4.127686977386475"
"24000","4.2845611572265625","4.2845611572265625","4.2845611572265625"
"24100","4.115505695343018","4.115505695343018","4.115505695343018"
"24200","4.1538190841674805","4.1538190841674805","4.1538190841674805"
"24300","4.294151306152344","4.294151306152344","4.294151306152344"
"24400","4.1801438331604","4.1801438331604","4.1801438331604"
"24500","4.261416912078857","4.261416912078857","4.261416912078857"
"24600","4.208673477172852","4.208673477172852","4.208673477172852"
"24700","4.20156717300415","4.20156717300415","4.20156717300415"
"24800","4.255975723266602","4.255975723266602","4.255975723266602"
"24900","4.267754077911377","4.267754077911377","4.267754077911377"
"25000","4.168879508972168","4.168879508972168","4.168879508972168"
"25100","4.30203104019165","4.30203104019165","4.30203104019165"
"25200","4.17110013961792","4.17110013961792","4.17110013961792"
"25300","3.948382616043091","3.948382616043091","3.948382616043091"
"25400","4.0140509605407715","4.0140509605407715","4.0140509605407715"
"25500","4.125906467437744","4.125906467437744","4.125906467437744"
"25600","4.208662986755371","4.208662986755371","4.208662986755371"
"25700","4.214953899383545","4.214953899383545","4.214953899383545"
"25800","4.031558036804199","4.031558036804199","4.031558036804199"
"25900","4.230841159820557","4.230841159820557","4.230841159820557"
"26000","4.258254051208496","4.258254051208496","4.258254051208496"
"26100","4.3055877685546875","4.3055877685546875","4.3055877685546875"
"26200","4.18007230758667","4.18007230758667","4.18007230758667"
"26300","3.8718063831329346","3.8718063831329346","3.8718063831329346"
"26400","4.267815113067627","4.267815113067627","4.267815113067627"
"26500","4.162524223327637","4.162524223327637","4.162524223327637"
"26600","4.178279876708984","4.178279876708984","4.178279876708984"
"26700","4.320357799530029","4.320357799530029","4.320357799530029"
"26800","4.091689109802246","4.091689109802246","4.091689109802246"
"26900","4.196302890777588","4.196302890777588","4.196302890777588"
"27000","4.191437244415283","4.191437244415283","4.191437244415283"
"27100","4.250273704528809","4.250273704528809","4.250273704528809"
"27200","3.9899144172668457","3.9899144172668457","3.9899144172668457"
"27300","4.1920599937438965","4.1920599937438965","4.1920599937438965"
"27400","4.212319374084473","4.212319374084473","4.212319374084473"
"27500","4.291447162628174","4.291447162628174","4.291447162628174"
"27600","4.108929634094238","4.108929634094238","4.108929634094238"
"27700","4.037540912628174","4.037540912628174","4.037540912628174"
"27800","4.149319648742676","4.149319648742676","4.149319648742676"
"27900","4.118190288543701","4.118190288543701","4.118190288543701"
"28000","4.196558952331543","4.196558952331543","4.196558952331543"
"28100","4.197971343994141","4.197971343994141","4.197971343994141"
"28200","4.213596820831299","4.213596820831299","4.213596820831299"
"28300","4.2666707038879395","4.2666707038879395","4.2666707038879395"
"28400","4.317616939544678","4.317616939544678","4.317616939544678"
"28500","4.129063129425049","4.129063129425049","4.129063129425049"
"28600","4.234504222869873","4.234504222869873","4.234504222869873"
"28700","4.215816497802734","4.215816497802734","4.215816497802734"
"28800","4.166617393493652","4.166617393493652","4.166617393493652"
"28900","4.033792018890381","4.033792018890381","4.033792018890381"
"29000","3.949812412261963","3.949812412261963","3.949812412261963"
"29100","4.292558193206787","4.292558193206787","4.292558193206787"
"29200","4.242013931274414","4.242013931274414","4.242013931274414"
"29300","4.199947834014893","4.199947834014893","4.199947834014893"
"29400","4.141647815704346","4.141647815704346","4.141647815704346"
"29500","4.184062957763672","4.184062957763672","4.184062957763672"
"29600","4.1907854080200195","4.1907854080200195","4.1907854080200195"
"29700","4.16512393951416","4.16512393951416","4.16512393951416"
"29800","4.143742084503174","4.143742084503174","4.143742084503174"
"29900","4.176395893096924","4.176395893096924","4.176395893096924"
"30000","4.255544185638428","4.255544185638428","4.255544185638428"
"30100","4.048887252807617","4.048887252807617","4.048887252807617"
"30200","4.217228889465332","4.217228889465332","4.217228889465332"
"30300","4.015458583831787","4.015458583831787","4.015458583831787"
"30400","4.216848850250244","4.216848850250244","4.216848850250244"
"30500","4.13495397567749","4.13495397567749","4.13495397567749"
"30600","4.224011421203613","4.224011421203613","4.224011421203613"
"30700","4.219682693481445","4.219682693481445","4.219682693481445"
"30800","4.266578674316406","4.266578674316406","4.266578674316406"
"30900","4.185781955718994","4.185781955718994","4.185781955718994"
"31000","4.0482940673828125","4.0482940673828125","4.0482940673828125"
"31100","4.175930500030518","4.175930500030518","4.175930500030518"
"31200","4.236573696136475","4.236573696136475","4.236573696136475"
"31300","3.994318723678589","3.994318723678589","3.994318723678589"
"31400","4.2259345054626465","4.2259345054626465","4.2259345054626465"
"31500","4.041077613830566","4.041077613830566","4.041077613830566"
"31600","4.144543170928955","4.144543170928955","4.144543170928955"
"31700","4.17844820022583","4.17844820022583","4.17844820022583"
"31800","4.104717254638672","4.104717254638672","4.104717254638672"
"31900","4.144184112548828","4.144184112548828","4.144184112548828"
"32000","4.181931972503662","4.181931972503662","4.181931972503662"
"32100","4.150467395782471","4.150467395782471","4.150467395782471"
"32200","4.148406982421875","4.148406982421875","4.148406982421875"
"32300","4.161669731140137","4.161669731140137","4.161669731140137"
"32400","3.9249229431152344","3.9249229431152344","3.9249229431152344"
"32500","4.046255111694336","4.046255111694336","4.046255111694336"
"32600","4.224119186401367","4.224119186401367","4.224119186401367"
"32700","3.995480537414551","3.995480537414551","3.995480537414551"
"32800","4.199531555175781","4.199531555175781","4.199531555175781"
"32900","4.143601894378662","4.143601894378662","4.143601894378662"
"33000","4.143171787261963","4.143171787261963","4.143171787261963"
"33100","4.117403030395508","4.117403030395508","4.117403030395508"
"33200","4.183896064758301","4.183896064758301","4.183896064758301"
"33300","3.941878080368042","3.941878080368042","3.941878080368042"
"33400","4.184919834136963","4.184919834136963","4.184919834136963"
"33500","4.0318684577941895","4.0318684577941895","4.0318684577941895"
"33600","3.964745044708252","3.964745044708252","3.964745044708252"
"33700","4.055800437927246","4.055800437927246","4.055800437927246"
"33800","4.091696739196777","4.091696739196777","4.091696739196777"
"33900","4.179976940155029","4.179976940155029","4.179976940155029"
"34000","4.128973484039307","4.128973484039307","4.128973484039307"
"34100","4.057548999786377","4.057548999786377","4.057548999786377"
"34200","3.9763729572296143","3.9763729572296143","3.9763729572296143"
"34300","4.12464714050293","4.12464714050293","4.12464714050293"
"34400","4.194579601287842","4.194579601287842","4.194579601287842"
"34500","4.014490604400635","4.014490604400635","4.014490604400635"
"34600","4.148342132568359","4.148342132568359","4.148342132568359"
"34700","4.231372833251953","4.231372833251953","4.231372833251953"
"34800","4.14530611038208","4.14530611038208","4.14530611038208"
"34900","4.033367156982422","4.033367156982422","4.033367156982422"
"35000","4.097212314605713","4.097212314605713","4.097212314605713"
"35100","4.084774494171143","4.084774494171143","4.084774494171143"
"35200","4.159432411193848","4.159432411193848","4.159432411193848"
"35300","3.998337745666504","3.998337745666504","3.998337745666504"
"35400","3.8268685340881348","3.8268685340881348","3.8268685340881348"
"35500","3.9366049766540527","3.9366049766540527","3.9366049766540527"
"35600","4.201982021331787","4.201982021331787","4.201982021331787"
"35700","4.098301410675049","4.098301410675049","4.098301410675049"
"35800","4.204152584075928","4.204152584075928","4.204152584075928"
"35900","4.079209804534912","4.079209804534912","4.079209804534912"
"36000","4.180015563964844","4.180015563964844","4.180015563964844"
"36100","4.106635570526123","4.106635570526123","4.106635570526123"
"36200","4.138572692871094","4.138572692871094","4.138572692871094"
"36300","4.153115749359131","4.153115749359131","4.153115749359131"
"36400","4.096625328063965","4.096625328063965","4.096625328063965"
"36500","4.148726940155029","4.148726940155029","4.148726940155029"
"36600","4.185512542724609","4.185512542724609","4.185512542724609"
"36700","4.012948989868164","4.012948989868164","4.012948989868164"
"36800","4.127671241760254","4.127671241760254","4.127671241760254"
"36900","4.162813186645508","4.162813186645508","4.162813186645508"
"37000","4.179944038391113","4.179944038391113","4.179944038391113"
"37100","4.200694561004639","4.200694561004639","4.200694561004639"
"37200","4.1652679443359375","4.1652679443359375","4.1652679443359375"
"37300","4.025137424468994","4.025137424468994","4.025137424468994"
"37400","4.134920120239258","4.134920120239258","4.134920120239258"
"37500","4.047850131988525","4.047850131988525","4.047850131988525"
"37600","4.255000591278076","4.255000591278076","4.255000591278076"
"37700","4.139747619628906","4.139747619628906","4.139747619628906"
"37800","4.061532974243164","4.061532974243164","4.061532974243164"
"37900","4.104430675506592","4.104430675506592","4.104430675506592"
"38000","3.657928466796875","3.657928466796875","3.657928466796875"
"38100","4.109563827514648","4.109563827514648","4.109563827514648"
"38200","4.106805801391602","4.106805801391602","4.106805801391602"
"38300","4.037884712219238","4.037884712219238","4.037884712219238"
"38400","4.043990612030029","4.043990612030029","4.043990612030029"
"38500","3.9484620094299316","3.9484620094299316","3.9484620094299316"
"38600","3.973306655883789","3.973306655883789","3.973306655883789"
"38700","4.108821392059326","4.108821392059326","4.108821392059326"
"38800","4.186344623565674","4.186344623565674","4.186344623565674"
"38900","4.130976676940918","4.130976676940918","4.130976676940918"
"39000","4.164177417755127","4.164177417755127","4.164177417755127"
"39100","4.150000095367432","4.150000095367432","4.150000095367432"
"39200","4.063609600067139","4.063609600067139","4.063609600067139"
"39300","4.122086048126221","4.122086048126221","4.122086048126221"
"39400","3.991086006164551","3.991086006164551","3.991086006164551"
"39500","3.911898612976074","3.911898612976074","3.911898612976074"
"39600","4.114509105682373","4.114509105682373","4.114509105682373"
"39700","4.108137607574463","4.108137607574463","4.108137607574463"
"39800","4.132126808166504","4.132126808166504","4.132126808166504"
"39900","4.16385555267334","4.16385555267334","4.16385555267334"
"40000","4.207387924194336","4.207387924194336","4.207387924194336"
"40100","3.7609353065490723","3.7609353065490723","3.7609353065490723"
"40200","4.160220623016357","4.160220623016357","4.160220623016357"
"40300","4.072432041168213","4.072432041168213","4.072432041168213"
"40400","4.086738586425781","4.086738586425781","4.086738586425781"
"40500","3.8305277824401855","3.8305277824401855","3.8305277824401855"
"40600","4.127475738525391","4.127475738525391","4.127475738525391"
"40700","4.077618598937988","4.077618598937988","4.077618598937988"
"40800","4.074845790863037","4.074845790863037","4.074845790863037"
"40900","4.20469331741333","4.20469331741333","4.20469331741333"
"41000","4.12314510345459","4.12314510345459","4.12314510345459"
"41100","4.159477233886719","4.159477233886719","4.159477233886719"
"41200","4.129786968231201","4.129786968231201","4.129786968231201"
"41300","4.037472724914551","4.037472724914551","4.037472724914551"
"41400","4.088604927062988","4.088604927062988","4.088604927062988"
"41500","4.066229820251465","4.066229820251465","4.066229820251465"
"41600","4.049657821655273","4.049657821655273","4.049657821655273"
"41700","3.8145580291748047","3.8145580291748047","3.8145580291748047"
"41800","3.900423049926758","3.900423049926758","3.900423049926758"
"41900","4.167512893676758","4.167512893676758","4.167512893676758"
"42000","4.089287281036377","4.089287281036377","4.089287281036377"
"42100","3.8789379596710205","3.8789379596710205","3.8789379596710205"
"42200","4.070104598999023","4.070104598999023","4.070104598999023"
"42300","4.08814811706543","4.08814811706543","4.08814811706543"
"42400","4.109561920166016","4.109561920166016","4.109561920166016"
"42500","4.090475559234619","4.090475559234619","4.090475559234619"
"42600","4.115769863128662","4.115769863128662","4.115769863128662"
"42700","4.0709333419799805","4.0709333419799805","4.0709333419799805"
"42800","4.063506126403809","4.063506126403809","4.063506126403809"
"42900","3.9145700931549072","3.9145700931549072","3.9145700931549072"
"43000","4.108314037322998","4.108314037322998","4.108314037322998"
"43100","4.064264297485352","4.064264297485352","4.064264297485352"
"43200","3.8527092933654785","3.8527092933654785","3.8527092933654785"
"43300","3.967576742172241","3.967576742172241","3.967576742172241"
"43400","4.14679479598999","4.14679479598999","4.14679479598999"
"43500","4.003637313842773","4.003637313842773","4.003637313842773"
"43600","3.98245906829834","3.98245906829834","3.98245906829834"
"43700","4.124415397644043","4.124415397644043","4.124415397644043"
"43800","3.794800043106079","3.794800043106079","3.794800043106079"
"43900","4.128275394439697","4.128275394439697","4.128275394439697"
"44000","4.141001224517822","4.141001224517822","4.141001224517822"
"44100","4.035830497741699","4.035830497741699","4.035830497741699"
"44200","4.010194301605225","4.010194301605225","4.010194301605225"
"44300","3.9269778728485107","3.9269778728485107","3.9269778728485107"
"44400","4.0857696533203125","4.0857696533203125","4.0857696533203125"
"44500","3.966399669647217","3.966399669647217","3.966399669647217"
"44600","3.9216930866241455","3.9216930866241455","3.9216930866241455"
"44700","4.043623924255371","4.043623924255371","4.043623924255371"
"44800","3.840588092803955","3.840588092803955","3.840588092803955"
"44900","3.9450631141662598","3.9450631141662598","3.9450631141662598"
"45000","3.701758861541748","3.701758861541748","3.701758861541748"
"45100","4.021389961242676","4.021389961242676","4.021389961242676"
"45200","4.0196075439453125","4.0196075439453125","4.0196075439453125"
"45300","4.045566558837891","4.045566558837891","4.045566558837891"
"45400","4.186951637268066","4.186951637268066","4.186951637268066"
"45500","4.067677974700928","4.067677974700928","4.067677974700928"
"45600","3.798480987548828","3.798480987548828","3.798480987548828"
"45700","3.9402832984924316","3.9402832984924316","3.9402832984924316"
"45800","3.9892194271087646","3.9892194271087646","3.9892194271087646"
"45900","4.12646484375","4.12646484375","4.12646484375"
"46000","3.9971280097961426","3.9971280097961426","3.9971280097961426"
"46100","4.071540832519531","4.071540832519531","4.071540832519531"
"46200","4.117082118988037","4.117082118988037","4.117082118988037"
"46300","4.152503967285156","4.152503967285156","4.152503967285156"
"46400","4.160502910614014","4.160502910614014","4.160502910614014"
"46500","4.154433250427246","4.154433250427246","4.154433250427246"
"46600","4.106379508972168","4.106379508972168","4.106379508972168"
"46700","4.092949867248535","4.092949867248535","4.092949867248535"
"46800","4.105361461639404","4.105361461639404","4.105361461639404"
"46900","4.09200382232666","4.09200382232666","4.09200382232666"
"47000","3.9762861728668213","3.9762861728668213","3.9762861728668213"
"47100","4.117817401885986","4.117817401885986","4.117817401885986"
"47200","4.063401222229004","4.063401222229004","4.063401222229004"
"47300","4.064161777496338","4.064161777496338","4.064161777496338"
"47400","4.099340915679932","4.099340915679932","4.099340915679932"
