"Step","tpt - loss","tpt - loss__MIN","tpt - loss__MAX","fl - loss","fl - loss__MIN","fl - loss__MAX","vn - loss","vn - loss__MIN","vn - loss__MAX"
"1400","4.782694339752197","4.782694339752197","4.782694339752197","4.80773401260376","4.80773401260376","4.80773401260376","4.5768141746521","4.5768141746521","4.5768141746521"
"1500","4.601617336273193","4.601617336273193","4.601617336273193","4.917442798614502","4.917442798614502","4.917442798614502","4.840547561645508","4.840547561645508","4.840547561645508"
"1600","4.816944599151611","4.816944599151611","4.816944599151611","4.8022236824035645","4.8022236824035645","4.8022236824035645","4.708391189575195","4.708391189575195","4.708391189575195"
"1700","4.486161231994629","4.486161231994629","4.486161231994629","4.7508673667907715","4.7508673667907715","4.7508673667907715","5.040353298187256","5.040353298187256","5.040353298187256"
"1800","4.682244300842285","4.682244300842285","4.682244300842285","4.733463764190674","4.733463764190674","4.733463764190674","4.968253135681152","4.968253135681152","4.968253135681152"
"1900","4.632470607757568","4.632470607757568","4.632470607757568","4.510929584503174","4.510929584503174","4.510929584503174","4.932278156280518","4.932278156280518","4.932278156280518"
"2000","4.721683502197266","4.721683502197266","4.721683502197266","4.913683891296387","4.913683891296387","4.913683891296387","4.849947452545166","4.849947452545166","4.849947452545166"
"2100","4.495491027832031","4.495491027832031","4.495491027832031","4.845508575439453","4.845508575439453","4.845508575439453","4.602160453796387","4.602160453796387","4.602160453796387"
"2200","4.60701847076416","4.60701847076416","4.60701847076416","4.501043319702148","4.501043319702148","4.501043319702148","4.850399017333984","4.850399017333984","4.850399017333984"
"2300","4.733644008636475","4.733644008636475","4.733644008636475","4.8132147789001465","4.8132147789001465","4.8132147789001465","4.590925693511963","4.590925693511963","4.590925693511963"
"2400","4.661643981933594","4.661643981933594","4.661643981933594","4.428460121154785","4.428460121154785","4.428460121154785","4.868814468383789","4.868814468383789","4.868814468383789"
"2500","4.362635612487793","4.362635612487793","4.362635612487793","4.745843410491943","4.745843410491943","4.745843410491943","4.686020374298096","4.686020374298096","4.686020374298096"
"2600","4.672661304473877","4.672661304473877","4.672661304473877","4.535518169403076","4.535518169403076","4.535518169403076","4.8415632247924805","4.8415632247924805","4.8415632247924805"
"2700","4.64349365234375","4.64349365234375","4.64349365234375","4.727370262145996","4.727370262145996","4.727370262145996","4.941895008087158","4.941895008087158","4.941895008087158"
"2800","4.548500061035156","4.548500061035156","4.548500061035156","4.6781439781188965","4.6781439781188965","4.6781439781188965","4.819572925567627","4.819572925567627","4.819572925567627"
"2900","4.637718677520752","4.637718677520752","4.637718677520752","4.442928791046143","4.442928791046143","4.442928791046143","4.577829360961914","4.577829360961914","4.577829360961914"
"3000","4.561149597167969","4.561149597167969","4.561149597167969","4.718117713928223","4.718117713928223","4.718117713928223","4.976059436798096","4.976059436798096","4.976059436798096"
"3100","4.484287261962891","4.484287261962891","4.484287261962891","4.642319679260254","4.642319679260254","4.642319679260254","4.556240081787109","4.556240081787109","4.556240081787109"
"3200","4.503789901733398","4.503789901733398","4.503789901733398","4.6587300300598145","4.6587300300598145","4.6587300300598145","4.732717990875244","4.732717990875244","4.732717990875244"
"3300","4.4991044998168945","4.4991044998168945","4.4991044998168945","4.405909538269043","4.405909538269043","4.405909538269043","4.807081699371338","4.807081699371338","4.807081699371338"
"3400","4.549631118774414","4.549631118774414","4.549631118774414","4.703354835510254","4.703354835510254","4.703354835510254","4.87138032913208","4.87138032913208","4.87138032913208"
"3500","4.495083808898926","4.495083808898926","4.495083808898926","4.711705684661865","4.711705684661865","4.711705684661865","4.696893692016602","4.696893692016602","4.696893692016602"
"3600","4.58554744720459","4.58554744720459","4.58554744720459","4.504245281219482","4.504245281219482","4.504245281219482","4.555999755859375","4.555999755859375","4.555999755859375"
"3700","4.556365013122559","4.556365013122559","4.556365013122559","4.5117363929748535","4.5117363929748535","4.5117363929748535","4.959469318389893","4.959469318389893","4.959469318389893"
"3800","4.551229476928711","4.551229476928711","4.551229476928711","4.7052412033081055","4.7052412033081055","4.7052412033081055","4.396243095397949","4.396243095397949","4.396243095397949"
"3900","4.309726238250732","4.309726238250732","4.309726238250732","4.560561180114746","4.560561180114746","4.560561180114746","4.681550025939941","4.681550025939941","4.681550025939941"
"4000","4.577252388000488","4.577252388000488","4.577252388000488","4.691181182861328","4.691181182861328","4.691181182861328","4.631922245025635","4.631922245025635","4.631922245025635"
"4100","4.216062545776367","4.216062545776367","4.216062545776367","4.629310131072998","4.629310131072998","4.629310131072998","4.592152118682861","4.592152118682861","4.592152118682861"
"4200","4.530328273773193","4.530328273773193","4.530328273773193","4.669076442718506","4.669076442718506","4.669076442718506","4.551338195800781","4.551338195800781","4.551338195800781"
"4300","4.511879920959473","4.511879920959473","4.511879920959473","4.646808624267578","4.646808624267578","4.646808624267578","4.707343101501465","4.707343101501465","4.707343101501465"
"4400","4.749056339263916","4.749056339263916","4.749056339263916","4.438072681427002","4.438072681427002","4.438072681427002","4.695855617523193","4.695855617523193","4.695855617523193"
"4500","4.570985794067383","4.570985794067383","4.570985794067383","4.431910037994385","4.431910037994385","4.431910037994385","4.656226634979248","4.656226634979248","4.656226634979248"
"4600","4.464054107666016","4.464054107666016","4.464054107666016","4.215123176574707","4.215123176574707","4.215123176574707","4.560039520263672","4.560039520263672","4.560039520263672"
"4700","4.502643585205078","4.502643585205078","4.502643585205078","4.73372745513916","4.73372745513916","4.73372745513916","4.3594136238098145","4.3594136238098145","4.3594136238098145"
"4800","4.245635509490967","4.245635509490967","4.245635509490967","4.790095806121826","4.790095806121826","4.790095806121826","4.790624618530273","4.790624618530273","4.790624618530273"
"4900","4.503649711608887","4.503649711608887","4.503649711608887","4.494647026062012","4.494647026062012","4.494647026062012","4.608551979064941","4.608551979064941","4.608551979064941"
"5000","4.437161445617676","4.437161445617676","4.437161445617676","4.715976238250732","4.715976238250732","4.715976238250732","4.477941513061523","4.477941513061523","4.477941513061523"
"5100","4.4134063720703125","4.4134063720703125","4.4134063720703125","4.680934429168701","4.680934429168701","4.680934429168701","4.476285934448242","4.476285934448242","4.476285934448242"
"5200","4.151192665100098","4.151192665100098","4.151192665100098","4.581832408905029","4.581832408905029","4.581832408905029","4.6746039390563965","4.6746039390563965","4.6746039390563965"
"5300","4.445866584777832","4.445866584777832","4.445866584777832","4.647249698638916","4.647249698638916","4.647249698638916","4.52659273147583","4.52659273147583","4.52659273147583"
"5400","4.273843288421631","4.273843288421631","4.273843288421631","4.721625328063965","4.721625328063965","4.721625328063965","4.578125","4.578125","4.578125"
"5500","4.570944309234619","4.570944309234619","4.570944309234619","4.555168151855469","4.555168151855469","4.555168151855469","4.613025188446045","4.613025188446045","4.613025188446045"
"5600","4.148406505584717","4.148406505584717","4.148406505584717","4.612524509429932","4.612524509429932","4.612524509429932","4.719516277313232","4.719516277313232","4.719516277313232"
"5700","4.4690680503845215","4.4690680503845215","4.4690680503845215","4.667827129364014","4.667827129364014","4.667827129364014","4.564695358276367","4.564695358276367","4.564695358276367"
"5800","4.367737293243408","4.367737293243408","4.367737293243408","4.494959831237793","4.494959831237793","4.494959831237793","4.239827632904053","4.239827632904053","4.239827632904053"
"5900","4.367844104766846","4.367844104766846","4.367844104766846","4.71633768081665","4.71633768081665","4.71633768081665","4.475018501281738","4.475018501281738","4.475018501281738"
"6000","4.2497100830078125","4.2497100830078125","4.2497100830078125","4.560100555419922","4.560100555419922","4.560100555419922","4.600491046905518","4.600491046905518","4.600491046905518"
"6100","4.424164295196533","4.424164295196533","4.424164295196533","4.49884033203125","4.49884033203125","4.49884033203125","4.628928184509277","4.628928184509277","4.628928184509277"
"6200","4.266628265380859","4.266628265380859","4.266628265380859","4.564423561096191","4.564423561096191","4.564423561096191","4.485897541046143","4.485897541046143","4.485897541046143"
"6300","4.463601589202881","4.463601589202881","4.463601589202881","4.47398042678833","4.47398042678833","4.47398042678833","4.406164169311523","4.406164169311523","4.406164169311523"
"6400","4.427026748657227","4.427026748657227","4.427026748657227","4.588555812835693","4.588555812835693","4.588555812835693","4.598832130432129","4.598832130432129","4.598832130432129"
"6500","4.550199508666992","4.550199508666992","4.550199508666992","4.647759437561035","4.647759437561035","4.647759437561035","4.517965793609619","4.517965793609619","4.517965793609619"
"6600","4.374255657196045","4.374255657196045","4.374255657196045","4.53018856048584","4.53018856048584","4.53018856048584","4.446436405181885","4.446436405181885","4.446436405181885"
"6700","4.346211910247803","4.346211910247803","4.346211910247803","4.568658828735352","4.568658828735352","4.568658828735352","4.503096580505371","4.503096580505371","4.503096580505371"
"6800","4.398983955383301","4.398983955383301","4.398983955383301","4.632852077484131","4.632852077484131","4.632852077484131","4.547544002532959","4.547544002532959","4.547544002532959"
"6900","4.4471659660339355","4.4471659660339355","4.4471659660339355","4.577922821044922","4.577922821044922","4.577922821044922","4.644039154052734","4.644039154052734","4.644039154052734"
"7000","4.332726001739502","4.332726001739502","4.332726001739502","4.598405838012695","4.598405838012695","4.598405838012695","4.4640607833862305","4.4640607833862305","4.4640607833862305"
"7100","4.374875545501709","4.374875545501709","4.374875545501709","4.539659023284912","4.539659023284912","4.539659023284912","4.571860313415527","4.571860313415527","4.571860313415527"
"7200","4.386537551879883","4.386537551879883","4.386537551879883","4.617550373077393","4.617550373077393","4.617550373077393","4.64310884475708","4.64310884475708","4.64310884475708"
"7300","4.407955169677734","4.407955169677734","4.407955169677734","4.582615375518799","4.582615375518799","4.582615375518799","4.316452503204346","4.316452503204346","4.316452503204346"
"7400","4.328556060791016","4.328556060791016","4.328556060791016","4.4284868240356445","4.4284868240356445","4.4284868240356445","4.290067195892334","4.290067195892334","4.290067195892334"
"7500","4.421679973602295","4.421679973602295","4.421679973602295","4.4149603843688965","4.4149603843688965","4.4149603843688965","4.661723613739014","4.661723613739014","4.661723613739014"
"7600","4.297287940979004","4.297287940979004","4.297287940979004","4.423491954803467","4.423491954803467","4.423491954803467","4.644412517547607","4.644412517547607","4.644412517547607"
"7700","4.389584541320801","4.389584541320801","4.389584541320801","4.409158706665039","4.409158706665039","4.409158706665039","4.440565586090088","4.440565586090088","4.440565586090088"
"7800","4.039623260498047","4.039623260498047","4.039623260498047","4.403464317321777","4.403464317321777","4.403464317321777","4.4288811683654785","4.4288811683654785","4.4288811683654785"
"7900","4.181343078613281","4.181343078613281","4.181343078613281","4.312246799468994","4.312246799468994","4.312246799468994","4.586524963378906","4.586524963378906","4.586524963378906"
"8000","4.2352471351623535","4.2352471351623535","4.2352471351623535","4.56706428527832","4.56706428527832","4.56706428527832","4.7131242752075195","4.7131242752075195","4.7131242752075195"
"8100","4.405766010284424","4.405766010284424","4.405766010284424","4.472712516784668","4.472712516784668","4.472712516784668","4.706207752227783","4.706207752227783","4.706207752227783"
"8200","4.321300506591797","4.321300506591797","4.321300506591797","4.495593070983887","4.495593070983887","4.495593070983887","4.210263252258301","4.210263252258301","4.210263252258301"
"8300","4.139514923095703","4.139514923095703","4.139514923095703","4.631246566772461","4.631246566772461","4.631246566772461","4.612972736358643","4.612972736358643","4.612972736358643"
"8400","4.35498046875","4.35498046875","4.35498046875","4.6123833656311035","4.6123833656311035","4.6123833656311035","4.40354585647583","4.40354585647583","4.40354585647583"
"8500","4.3074822425842285","4.3074822425842285","4.3074822425842285","4.29483699798584","4.29483699798584","4.29483699798584","4.272112846374512","4.272112846374512","4.272112846374512"
"8600","4.373387336730957","4.373387336730957","4.373387336730957","4.5750603675842285","4.5750603675842285","4.5750603675842285","4.493727207183838","4.493727207183838","4.493727207183838"
"8700","4.233950138092041","4.233950138092041","4.233950138092041","5.055140495300293","5.055140495300293","5.055140495300293","4.299818515777588","4.299818515777588","4.299818515777588"
"8800","4.246596336364746","4.246596336364746","4.246596336364746","4.418418884277344","4.418418884277344","4.418418884277344","4.558504581451416","4.558504581451416","4.558504581451416"
"8900","4.3933868408203125","4.3933868408203125","4.3933868408203125","4.810100078582764","4.810100078582764","4.810100078582764","4.430511474609375","4.430511474609375","4.430511474609375"
"9000","4.343087196350098","4.343087196350098","4.343087196350098","4.723293781280518","4.723293781280518","4.723293781280518","4.522634506225586","4.522634506225586","4.522634506225586"
"9100","4.345299243927002","4.345299243927002","4.345299243927002","4.627827167510986","4.627827167510986","4.627827167510986","4.3050947189331055","4.3050947189331055","4.3050947189331055"
"9200","4.416383743286133","4.416383743286133","4.416383743286133","4.6264142990112305","4.6264142990112305","4.6264142990112305","4.638482570648193","4.638482570648193","4.638482570648193"
"9300","4.259858131408691","4.259858131408691","4.259858131408691","4.540920734405518","4.540920734405518","4.540920734405518","4.508432388305664","4.508432388305664","4.508432388305664"
"9400","4.414915084838867","4.414915084838867","4.414915084838867","4.396702289581299","4.396702289581299","4.396702289581299","4.540385723114014","4.540385723114014","4.540385723114014"
"9500","4.438818454742432","4.438818454742432","4.438818454742432","4.38118314743042","4.38118314743042","4.38118314743042","4.407073974609375","4.407073974609375","4.407073974609375"
"9600","4.410933017730713","4.410933017730713","4.410933017730713","4.569540023803711","4.569540023803711","4.569540023803711","4.528129577636719","4.528129577636719","4.528129577636719"
"9700","4.454992294311523","4.454992294311523","4.454992294311523","4.658280849456787","4.658280849456787","4.658280849456787","4.263709545135498","4.263709545135498","4.263709545135498"
"9800","4.332249641418457","4.332249641418457","4.332249641418457","3.8519387245178223","3.8519387245178223","3.8519387245178223","4.4606614112854","4.4606614112854","4.4606614112854"
"9900","4.234999179840088","4.234999179840088","4.234999179840088","4.640967845916748","4.640967845916748","4.640967845916748","4.19186544418335","4.19186544418335","4.19186544418335"
"10000","4.33544397354126","4.33544397354126","4.33544397354126","4.601212024688721","4.601212024688721","4.601212024688721","4.463395595550537","4.463395595550537","4.463395595550537"
"10100","4.214163303375244","4.214163303375244","4.214163303375244","4.61557149887085","4.61557149887085","4.61557149887085","4.471435546875","4.471435546875","4.471435546875"
"10200","4.379392147064209","4.379392147064209","4.379392147064209","4.3707051277160645","4.3707051277160645","4.3707051277160645","4.439118385314941","4.439118385314941","4.439118385314941"
"10300","4.295833587646484","4.295833587646484","4.295833587646484","4.503065586090088","4.503065586090088","4.503065586090088","4.471904754638672","4.471904754638672","4.471904754638672"
"10400","4.114412784576416","4.114412784576416","4.114412784576416","4.151963233947754","4.151963233947754","4.151963233947754","4.475110054016113","4.475110054016113","4.475110054016113"
"10500","4.063188552856445","4.063188552856445","4.063188552856445","4.563216686248779","4.563216686248779","4.563216686248779","4.433802127838135","4.433802127838135","4.433802127838135"
"10600","4.370197772979736","4.370197772979736","4.370197772979736","4.311997413635254","4.311997413635254","4.311997413635254","4.4406256675720215","4.4406256675720215","4.4406256675720215"
"10700","4.332221031188965","4.332221031188965","4.332221031188965","4.527658939361572","4.527658939361572","4.527658939361572","4.388521671295166","4.388521671295166","4.388521671295166"
"10800","4.33947229385376","4.33947229385376","4.33947229385376","4.195653438568115","4.195653438568115","4.195653438568115","4.388880252838135","4.388880252838135","4.388880252838135"
"10900","4.3641438484191895","4.3641438484191895","4.3641438484191895","4.417557716369629","4.417557716369629","4.417557716369629","4.441843032836914","4.441843032836914","4.441843032836914"
"11000","4.201936721801758","4.201936721801758","4.201936721801758","4.327535629272461","4.327535629272461","4.327535629272461","4.545022010803223","4.545022010803223","4.545022010803223"
"11100","4.327881813049316","4.327881813049316","4.327881813049316","4.5285844802856445","4.5285844802856445","4.5285844802856445","4.487757682800293","4.487757682800293","4.487757682800293"
"11200","4.191507816314697","4.191507816314697","4.191507816314697","4.552511215209961","4.552511215209961","4.552511215209961","4.1944403648376465","4.1944403648376465","4.1944403648376465"
"11300","4.266035079956055","4.266035079956055","4.266035079956055","4.507696151733398","4.507696151733398","4.507696151733398","4.486863136291504","4.486863136291504","4.486863136291504"
"11400","4.28324031829834","4.28324031829834","4.28324031829834","4.502532958984375","4.502532958984375","4.502532958984375","4.4286980628967285","4.4286980628967285","4.4286980628967285"
"11500","4.3925371170043945","4.3925371170043945","4.3925371170043945","4.527594089508057","4.527594089508057","4.527594089508057","4.162984848022461","4.162984848022461","4.162984848022461"
"11600","4.346644401550293","4.346644401550293","4.346644401550293","4.390627861022949","4.390627861022949","4.390627861022949","4.223606586456299","4.223606586456299","4.223606586456299"
"11700","4.285993576049805","4.285993576049805","4.285993576049805","4.516902923583984","4.516902923583984","4.516902923583984","4.386936187744141","4.386936187744141","4.386936187744141"
"11800","4.290833950042725","4.290833950042725","4.290833950042725","4.5297698974609375","4.5297698974609375","4.5297698974609375","4.242458820343018","4.242458820343018","4.242458820343018"
"11900","4.22740364074707","4.22740364074707","4.22740364074707","4.369879722595215","4.369879722595215","4.369879722595215","4.3981404304504395","4.3981404304504395","4.3981404304504395"
"12000","4.195556163787842","4.195556163787842","4.195556163787842","4.594996452331543","4.594996452331543","4.594996452331543","4.508519172668457","4.508519172668457","4.508519172668457"
"12100","4.263206481933594","4.263206481933594","4.263206481933594","4.45060920715332","4.45060920715332","4.45060920715332","4.298294544219971","4.298294544219971","4.298294544219971"
"12200","4.110251426696777","4.110251426696777","4.110251426696777","4.603095054626465","4.603095054626465","4.603095054626465","4.269567489624023","4.269567489624023","4.269567489624023"
"12300","4.220080375671387","4.220080375671387","4.220080375671387","4.495715141296387","4.495715141296387","4.495715141296387","4.290534496307373","4.290534496307373","4.290534496307373"
"12400","4.310932159423828","4.310932159423828","4.310932159423828","4.333026885986328","4.333026885986328","4.333026885986328","4.5034308433532715","4.5034308433532715","4.5034308433532715"
"12500","4.219588279724121","4.219588279724121","4.219588279724121","4.537930011749268","4.537930011749268","4.537930011749268","4.044466018676758","4.044466018676758","4.044466018676758"
"12600","4.093025207519531","4.093025207519531","4.093025207519531","4.432772159576416","4.432772159576416","4.432772159576416","4.396388053894043","4.396388053894043","4.396388053894043"
"12700","4.268928527832031","4.268928527832031","4.268928527832031","4.278282642364502","4.278282642364502","4.278282642364502","4.254011154174805","4.254011154174805","4.254011154174805"
"12800","3.947244644165039","3.947244644165039","3.947244644165039","4.250551223754883","4.250551223754883","4.250551223754883","4.448728084564209","4.448728084564209","4.448728084564209"
"12900","4.297921657562256","4.297921657562256","4.297921657562256","4.486325740814209","4.486325740814209","4.486325740814209","4.21955680847168","4.21955680847168","4.21955680847168"
"13000","4.269861221313477","4.269861221313477","4.269861221313477","4.392405033111572","4.392405033111572","4.392405033111572","4.394256114959717","4.394256114959717","4.394256114959717"
"13100","4.146798133850098","4.146798133850098","4.146798133850098","4.529358863830566","4.529358863830566","4.529358863830566","4.2143425941467285","4.2143425941467285","4.2143425941467285"
"13200","4.236261367797852","4.236261367797852","4.236261367797852","4.499279975891113","4.499279975891113","4.499279975891113","4.365256309509277","4.365256309509277","4.365256309509277"
"13300","4.252633094787598","4.252633094787598","4.252633094787598","4.398703575134277","4.398703575134277","4.398703575134277","4.404753684997559","4.404753684997559","4.404753684997559"
"13400","4.062583923339844","4.062583923339844","4.062583923339844","4.5453715324401855","4.5453715324401855","4.5453715324401855","4.126551151275635","4.126551151275635","4.126551151275635"
"13500","4.117855072021484","4.117855072021484","4.117855072021484","4.483676910400391","4.483676910400391","4.483676910400391","4.484999179840088","4.484999179840088","4.484999179840088"
"13600","4.060628890991211","4.060628890991211","4.060628890991211","4.520254135131836","4.520254135131836","4.520254135131836","4.2431182861328125","4.2431182861328125","4.2431182861328125"
"13700","4.224643707275391","4.224643707275391","4.224643707275391","4.557128429412842","4.557128429412842","4.557128429412842","4.253927707672119","4.253927707672119","4.253927707672119"
"13800","4.245599746704102","4.245599746704102","4.245599746704102","4.470183372497559","4.470183372497559","4.470183372497559","4.555210590362549","4.555210590362549","4.555210590362549"
"13900","3.851862907409668","3.851862907409668","3.851862907409668","4.565295696258545","4.565295696258545","4.565295696258545","4.403133869171143","4.403133869171143","4.403133869171143"
"14000","4.0394487380981445","4.0394487380981445","4.0394487380981445","4.468563556671143","4.468563556671143","4.468563556671143","4.18690824508667","4.18690824508667","4.18690824508667"
"14100","4.23525333404541","4.23525333404541","4.23525333404541","4.471590995788574","4.471590995788574","4.471590995788574","4.484238624572754","4.484238624572754","4.484238624572754"
"14200","4.252349376678467","4.252349376678467","4.252349376678467","4.082773685455322","4.082773685455322","4.082773685455322","4.240509033203125","4.240509033203125","4.240509033203125"
"14300","4.173549175262451","4.173549175262451","4.173549175262451","4.475318908691406","4.475318908691406","4.475318908691406","4.380370140075684","4.380370140075684","4.380370140075684"
"14400","4.3179473876953125","4.3179473876953125","4.3179473876953125","4.309500694274902","4.309500694274902","4.309500694274902","4.192594528198242","4.192594528198242","4.192594528198242"
"14500","4.106832504272461","4.106832504272461","4.106832504272461","4.182036399841309","4.182036399841309","4.182036399841309","4.467968940734863","4.467968940734863","4.467968940734863"
"14600","4.277307987213135","4.277307987213135","4.277307987213135","4.454165935516357","4.454165935516357","4.454165935516357","4.523937225341797","4.523937225341797","4.523937225341797"
"14700","4.234633922576904","4.234633922576904","4.234633922576904","4.307730674743652","4.307730674743652","4.307730674743652","4.477266788482666","4.477266788482666","4.477266788482666"
"14800","4.115964889526367","4.115964889526367","4.115964889526367","4.45725154876709","4.45725154876709","4.45725154876709","4.443357467651367","4.443357467651367","4.443357467651367"
"14900","4.264503479003906","4.264503479003906","4.264503479003906","4.366652488708496","4.366652488708496","4.366652488708496","4.440181732177734","4.440181732177734","4.440181732177734"
"15000","4.289722442626953","4.289722442626953","4.289722442626953","4.321800708770752","4.321800708770752","4.321800708770752","4.513289451599121","4.513289451599121","4.513289451599121"
"15100","4.240639686584473","4.240639686584473","4.240639686584473","4.438511371612549","4.438511371612549","4.438511371612549","4.320194721221924","4.320194721221924","4.320194721221924"
"15200","4.202248573303223","4.202248573303223","4.202248573303223","4.4855451583862305","4.4855451583862305","4.4855451583862305","4.309568405151367","4.309568405151367","4.309568405151367"
"15300","4.274557113647461","4.274557113647461","4.274557113647461","4.625704765319824","4.625704765319824","4.625704765319824","4.495857238769531","4.495857238769531","4.495857238769531"
"15400","4.278761386871338","4.278761386871338","4.278761386871338","4.464771270751953","4.464771270751953","4.464771270751953","4.343061923980713","4.343061923980713","4.343061923980713"
"15500","4.252040863037109","4.252040863037109","4.252040863037109","4.257699966430664","4.257699966430664","4.257699966430664","4.32907247543335","4.32907247543335","4.32907247543335"
"15600","4.237732887268066","4.237732887268066","4.237732887268066","4.5417399406433105","4.5417399406433105","4.5417399406433105","4.453680992126465","4.453680992126465","4.453680992126465"
"15700","4.226505756378174","4.226505756378174","4.226505756378174","4.46975040435791","4.46975040435791","4.46975040435791","4.368593692779541","4.368593692779541","4.368593692779541"
"15800","4.210404872894287","4.210404872894287","4.210404872894287","4.45203161239624","4.45203161239624","4.45203161239624","4.39278507232666","4.39278507232666","4.39278507232666"
"15900","4.130764961242676","4.130764961242676","4.130764961242676","4.215327262878418","4.215327262878418","4.215327262878418","4.299002647399902","4.299002647399902","4.299002647399902"
"16000","4.2293596267700195","4.2293596267700195","4.2293596267700195","4.1710309982299805","4.1710309982299805","4.1710309982299805","4.496443271636963","4.496443271636963","4.496443271636963"
"16100","4.222495079040527","4.222495079040527","4.222495079040527","4.479355335235596","4.479355335235596","4.479355335235596","4.414646625518799","4.414646625518799","4.414646625518799"
"16200","4.286885738372803","4.286885738372803","4.286885738372803","4.396529674530029","4.396529674530029","4.396529674530029","4.448716163635254","4.448716163635254","4.448716163635254"
"16300","4.211569786071777","4.211569786071777","4.211569786071777","4.432812213897705","4.432812213897705","4.432812213897705","4.156503200531006","4.156503200531006","4.156503200531006"
"16400","4.244030952453613","4.244030952453613","4.244030952453613","4.208218097686768","4.208218097686768","4.208218097686768","4.441213607788086","4.441213607788086","4.441213607788086"
"16500","4.241142272949219","4.241142272949219","4.241142272949219","4.488997936248779","4.488997936248779","4.488997936248779","4.328089237213135","4.328089237213135","4.328089237213135"
"16600","4.1283979415893555","4.1283979415893555","4.1283979415893555","4.420883655548096","4.420883655548096","4.420883655548096","4.247855186462402","4.247855186462402","4.247855186462402"
"16700","4.202917098999023","4.202917098999023","4.202917098999023","4.533086776733398","4.533086776733398","4.533086776733398","4.450916290283203","4.450916290283203","4.450916290283203"
"16800","4.17540168762207","4.17540168762207","4.17540168762207","4.527085781097412","4.527085781097412","4.527085781097412","4.411348342895508","4.411348342895508","4.411348342895508"
"16900","4.155098915100098","4.155098915100098","4.155098915100098","4.45200252532959","4.45200252532959","4.45200252532959","4.479971885681152","4.479971885681152","4.479971885681152"
"17000","3.9717793464660645","3.9717793464660645","3.9717793464660645","4.468663215637207","4.468663215637207","4.468663215637207","4.196133136749268","4.196133136749268","4.196133136749268"
"17100","4.301231384277344","4.301231384277344","4.301231384277344","4.449580669403076","4.449580669403076","4.449580669403076","4.211763858795166","4.211763858795166","4.211763858795166"
"17200","4.100959777832031","4.100959777832031","4.100959777832031","4.466305732727051","4.466305732727051","4.466305732727051","4.292989253997803","4.292989253997803","4.292989253997803"
"17300","4.110156059265137","4.110156059265137","4.110156059265137","4.381717681884766","4.381717681884766","4.381717681884766","4.287456512451172","4.287456512451172","4.287456512451172"
"17400","4.0216965675354","4.0216965675354","4.0216965675354","4.423274993896484","4.423274993896484","4.423274993896484","4.334158897399902","4.334158897399902","4.334158897399902"
"17500","4.224593162536621","4.224593162536621","4.224593162536621","4.509993553161621","4.509993553161621","4.509993553161621","4.392079830169678","4.392079830169678","4.392079830169678"
"17600","4.2276611328125","4.2276611328125","4.2276611328125","4.327019691467285","4.327019691467285","4.327019691467285","4.3854169845581055","4.3854169845581055","4.3854169845581055"
"17700","4.173931121826172","4.173931121826172","4.173931121826172","4.473159313201904","4.473159313201904","4.473159313201904","4.275012969970703","4.275012969970703","4.275012969970703"
