"Step","base_model - loss","base_model - loss__MIN","base_model - loss__MAX"
"7600","5.042609691619873","5.042609691619873","5.042609691619873"
"7700","5.234444618225098","5.234444618225098","5.234444618225098"
"7800","5.251405239105225","5.251405239105225","5.251405239105225"
"7900","5.196625232696533","5.196625232696533","5.196625232696533"
"8000","5.169985771179199","5.169985771179199","5.169985771179199"
"8100","5.4419169425964355","5.4419169425964355","5.4419169425964355"
"8200","4.93932580947876","4.93932580947876","4.93932580947876"
"8300","5.312851905822754","5.312851905822754","5.312851905822754"
"8400","5.437009811401367","5.437009811401367","5.437009811401367"
"8500","5.131631374359131","5.131631374359131","5.131631374359131"
"8600","5.014194011688232","5.014194011688232","5.014194011688232"
"8700","5.319165229797363","5.319165229797363","5.319165229797363"
"8800","5.214696884155273","5.214696884155273","5.214696884155273"
"8900","5.088668346405029","5.088668346405029","5.088668346405029"
"9000","4.956165790557861","4.956165790557861","4.956165790557861"
"9100","5.154254913330078","5.154254913330078","5.154254913330078"
"9200","5.269931316375732","5.269931316375732","5.269931316375732"
"9300","5.100702285766602","5.100702285766602","5.100702285766602"
"9400","5.283605575561523","5.283605575561523","5.283605575561523"
"9500","5.187455177307129","5.187455177307129","5.187455177307129"
"9600","5.196133613586426","5.196133613586426","5.196133613586426"
"9700","5.401749134063721","5.401749134063721","5.401749134063721"
"9800","5.200831413269043","5.200831413269043","5.200831413269043"
"9900","4.897102355957031","4.897102355957031","4.897102355957031"
"10000","4.904830455780029","4.904830455780029","4.904830455780029"
"10100","5.235792636871338","5.235792636871338","5.235792636871338"
"10200","4.814394950866699","4.814394950866699","4.814394950866699"
"10300","5.004787921905518","5.004787921905518","5.004787921905518"
"10400","5.003146648406982","5.003146648406982","5.003146648406982"
"10500","4.7925825119018555","4.7925825119018555","4.7925825119018555"
"10600","4.798136234283447","4.798136234283447","4.798136234283447"
"10700","5.391918659210205","5.391918659210205","5.391918659210205"
"10800","5.2981157302856445","5.2981157302856445","5.2981157302856445"
"10900","5.025509834289551","5.025509834289551","5.025509834289551"
"11000","5.2357635498046875","5.2357635498046875","5.2357635498046875"
"11100","5.203176498413086","5.203176498413086","5.203176498413086"
"11200","4.857646942138672","4.857646942138672","4.857646942138672"
"11300","5.3419623374938965","5.3419623374938965","5.3419623374938965"
"11400","5.15022087097168","5.15022087097168","5.15022087097168"
"11500","4.974538803100586","4.974538803100586","4.974538803100586"
"11600","5.039966583251953","5.039966583251953","5.039966583251953"
"11700","4.970635414123535","4.970635414123535","4.970635414123535"
"11800","5.127503871917725","5.127503871917725","5.127503871917725"
"11900","4.984132289886475","4.984132289886475","4.984132289886475"
"12000","4.997645378112793","4.997645378112793","4.997645378112793"
"12100","5.076841354370117","5.076841354370117","5.076841354370117"
"12200","5.162405967712402","5.162405967712402","5.162405967712402"
"12300","5.13041877746582","5.13041877746582","5.13041877746582"
"12400","5.180867671966553","5.180867671966553","5.180867671966553"
"12500","5.107671737670898","5.107671737670898","5.107671737670898"
"12600","4.58613395690918","4.58613395690918","4.58613395690918"
"12700","4.9531569480896","4.9531569480896","4.9531569480896"
"12800","5.078258514404297","5.078258514404297","5.078258514404297"
"12900","4.882083892822266","4.882083892822266","4.882083892822266"
"13000","4.799013137817383","4.799013137817383","4.799013137817383"
"13100","4.9007463455200195","4.9007463455200195","4.9007463455200195"
"13200","4.985093593597412","4.985093593597412","4.985093593597412"
"13300","5.105135440826416","5.105135440826416","5.105135440826416"
"13400","5.067493915557861","5.067493915557861","5.067493915557861"
"13500","4.877450466156006","4.877450466156006","4.877450466156006"
"13600","4.763908863067627","4.763908863067627","4.763908863067627"
"13700","5.099728584289551","5.099728584289551","5.099728584289551"
"13800","5.079174995422363","5.079174995422363","5.079174995422363"
"13900","5.247467994689941","5.247467994689941","5.247467994689941"
"14000","4.985044956207275","4.985044956207275","4.985044956207275"
"14100","5.027560710906982","5.027560710906982","5.027560710906982"
"14200","4.793461322784424","4.793461322784424","4.793461322784424"
"14300","5.016890525817871","5.016890525817871","5.016890525817871"
"14400","4.831596851348877","4.831596851348877","4.831596851348877"
"14500","5.03333854675293","5.03333854675293","5.03333854675293"
"14600","5.008591651916504","5.008591651916504","5.008591651916504"
"14700","5.052978515625","5.052978515625","5.052978515625"
"14800","5.113864898681641","5.113864898681641","5.113864898681641"
"14900","5.0302510261535645","5.0302510261535645","5.0302510261535645"
"15000","4.866471290588379","4.866471290588379","4.866471290588379"
"15100","4.857076644897461","4.857076644897461","4.857076644897461"
"15200","4.96349573135376","4.96349573135376","4.96349573135376"
"15300","5.0816755294799805","5.0816755294799805","5.0816755294799805"
"15400","5.021207809448242","5.021207809448242","5.021207809448242"
"15500","5.0311994552612305","5.0311994552612305","5.0311994552612305"
"15600","4.8512678146362305","4.8512678146362305","4.8512678146362305"
"15700","4.890552043914795","4.890552043914795","4.890552043914795"
"15800","4.9990925788879395","4.9990925788879395","4.9990925788879395"
"15900","4.98024845123291","4.98024845123291","4.98024845123291"
"16000","5.031391143798828","5.031391143798828","5.031391143798828"
"16100","4.868010997772217","4.868010997772217","4.868010997772217"
"16200","4.710451126098633","4.710451126098633","4.710451126098633"
"16300","4.9381794929504395","4.9381794929504395","4.9381794929504395"
"16400","5.059320449829102","5.059320449829102","5.059320449829102"
"16500","4.633648872375488","4.633648872375488","4.633648872375488"
"16600","5.034470558166504","5.034470558166504","5.034470558166504"
"16700","4.988112449645996","4.988112449645996","4.988112449645996"
"16800","4.990340709686279","4.990340709686279","4.990340709686279"
"16900","4.815603733062744","4.815603733062744","4.815603733062744"
"17000","4.589742183685303","4.589742183685303","4.589742183685303"
"17100","4.948386192321777","4.948386192321777","4.948386192321777"
"17200","4.7831244468688965","4.7831244468688965","4.7831244468688965"
"17300","4.712344169616699","4.712344169616699","4.712344169616699"
"17400","4.6716628074646","4.6716628074646","4.6716628074646"
"17500","4.936095237731934","4.936095237731934","4.936095237731934"
"17600","4.826613903045654","4.826613903045654","4.826613903045654"
"17700","4.765823841094971","4.765823841094971","4.765823841094971"
"17800","4.802361488342285","4.802361488342285","4.802361488342285"
"17900","5.089273929595947","5.089273929595947","5.089273929595947"
"18000","4.923049449920654","4.923049449920654","4.923049449920654"
"18100","4.8849053382873535","4.8849053382873535","4.8849053382873535"
"18200","5.090114593505859","5.090114593505859","5.090114593505859"
"18300","4.877954006195068","4.877954006195068","4.877954006195068"
"18400","4.538232803344727","4.538232803344727","4.538232803344727"
"18500","4.94234561920166","4.94234561920166","4.94234561920166"
"18600","4.630660057067871","4.630660057067871","4.630660057067871"
"18700","4.806216239929199","4.806216239929199","4.806216239929199"
"18800","4.910339832305908","4.910339832305908","4.910339832305908"
"18900","4.861431121826172","4.861431121826172","4.861431121826172"
"19000","4.588566780090332","4.588566780090332","4.588566780090332"
"19100","4.946805477142334","4.946805477142334","4.946805477142334"
"19200","4.596312046051025","4.596312046051025","4.596312046051025"
"19300","4.742805480957031","4.742805480957031","4.742805480957031"
"19400","4.981821060180664","4.981821060180664","4.981821060180664"
"19500","4.682686805725098","4.682686805725098","4.682686805725098"
"19600","4.52277946472168","4.52277946472168","4.52277946472168"
"19700","4.845880031585693","4.845880031585693","4.845880031585693"
"19800","4.8072733879089355","4.8072733879089355","4.8072733879089355"
"19900","4.290948867797852","4.290948867797852","4.290948867797852"
"20000","4.6288580894470215","4.6288580894470215","4.6288580894470215"
"20100","4.646435260772705","4.646435260772705","4.646435260772705"
"20200","4.881925582885742","4.881925582885742","4.881925582885742"
"20300","4.80769157409668","4.80769157409668","4.80769157409668"
"20400","4.722482204437256","4.722482204437256","4.722482204437256"
"20500","4.829739093780518","4.829739093780518","4.829739093780518"
"20600","4.866593360900879","4.866593360900879","4.866593360900879"
"20700","4.753147125244141","4.753147125244141","4.753147125244141"
"20800","4.741751670837402","4.741751670837402","4.741751670837402"
"20900","4.852888107299805","4.852888107299805","4.852888107299805"
"21000","4.727686882019043","4.727686882019043","4.727686882019043"
"21100","4.941965579986572","4.941965579986572","4.941965579986572"
"21200","4.961606502532959","4.961606502532959","4.961606502532959"
"21300","4.893494129180908","4.893494129180908","4.893494129180908"
"21400","4.763131141662598","4.763131141662598","4.763131141662598"
"21500","4.629866600036621","4.629866600036621","4.629866600036621"
"21600","4.525958061218262","4.525958061218262","4.525958061218262"
"21700","4.934992790222168","4.934992790222168","4.934992790222168"
"21800","4.730915546417236","4.730915546417236","4.730915546417236"
"21900","4.9249348640441895","4.9249348640441895","4.9249348640441895"
"22000","4.765955448150635","4.765955448150635","4.765955448150635"
"22100","4.810524940490723","4.810524940490723","4.810524940490723"
"22200","4.626510143280029","4.626510143280029","4.626510143280029"
"22300","4.723320007324219","4.723320007324219","4.723320007324219"
"22400","4.849498748779297","4.849498748779297","4.849498748779297"
"22500","4.765193939208984","4.765193939208984","4.765193939208984"
"22600","4.865486145019531","4.865486145019531","4.865486145019531"
"22700","4.669878959655762","4.669878959655762","4.669878959655762"
"22800","4.776543140411377","4.776543140411377","4.776543140411377"
"22900","4.842528343200684","4.842528343200684","4.842528343200684"
"23000","4.8331170082092285","4.8331170082092285","4.8331170082092285"
"23100","4.539554595947266","4.539554595947266","4.539554595947266"
"23200","4.798394680023193","4.798394680023193","4.798394680023193"
"23300","4.277431488037109","4.277431488037109","4.277431488037109"
"23400","4.898251056671143","4.898251056671143","4.898251056671143"
"23500","4.852585315704346","4.852585315704346","4.852585315704346"
"23600","4.792919635772705","4.792919635772705","4.792919635772705"
"23700","4.8140869140625","4.8140869140625","4.8140869140625"
"23800","4.846512317657471","4.846512317657471","4.846512317657471"
"23900","4.569597244262695","4.569597244262695","4.569597244262695"
"24000","4.527733325958252","4.527733325958252","4.527733325958252"
"24100","4.76957893371582","4.76957893371582","4.76957893371582"
"24200","4.810851097106934","4.810851097106934","4.810851097106934"
"24300","4.670029163360596","4.670029163360596","4.670029163360596"
"24400","4.547801494598389","4.547801494598389","4.547801494598389"
"24500","4.716733932495117","4.716733932495117","4.716733932495117"
"24600","4.799307346343994","4.799307346343994","4.799307346343994"
"24700","4.753248691558838","4.753248691558838","4.753248691558838"
"24800","4.818680286407471","4.818680286407471","4.818680286407471"
"24900","4.627749443054199","4.627749443054199","4.627749443054199"
"25000","4.6897358894348145","4.6897358894348145","4.6897358894348145"
"25100","4.697165489196777","4.697165489196777","4.697165489196777"
"25200","4.735828876495361","4.735828876495361","4.735828876495361"
"25300","4.771764278411865","4.771764278411865","4.771764278411865"
"25400","4.761807918548584","4.761807918548584","4.761807918548584"
"25500","4.712769508361816","4.712769508361816","4.712769508361816"
"25600","4.758932590484619","4.758932590484619","4.758932590484619"
"25700","4.748248100280762","4.748248100280762","4.748248100280762"
"25800","4.408703327178955","4.408703327178955","4.408703327178955"
"25900","4.586403846740723","4.586403846740723","4.586403846740723"
"26000","4.745300769805908","4.745300769805908","4.745300769805908"
"26100","4.770336151123047","4.770336151123047","4.770336151123047"
"26200","4.538016319274902","4.538016319274902","4.538016319274902"
"26300","4.7727508544921875","4.7727508544921875","4.7727508544921875"
"26400","4.742094993591309","4.742094993591309","4.742094993591309"
"26500","4.538357734680176","4.538357734680176","4.538357734680176"
"26600","4.796355724334717","4.796355724334717","4.796355724334717"
"26700","4.318858623504639","4.318858623504639","4.318858623504639"
"26800","4.682485580444336","4.682485580444336","4.682485580444336"
"26900","4.638092994689941","4.638092994689941","4.638092994689941"
"27000","4.619688987731934","4.619688987731934","4.619688987731934"
"27100","4.760324954986572","4.760324954986572","4.760324954986572"
"27200","4.838667869567871","4.838667869567871","4.838667869567871"
"27300","4.5555419921875","4.5555419921875","4.5555419921875"
"27400","4.460104942321777","4.460104942321777","4.460104942321777"
"27500","4.758109092712402","4.758109092712402","4.758109092712402"
"27600","4.790459632873535","4.790459632873535","4.790459632873535"
"27700","4.699714183807373","4.699714183807373","4.699714183807373"
"27800","4.668980121612549","4.668980121612549","4.668980121612549"
"27900","4.68523645401001","4.68523645401001","4.68523645401001"
"28000","4.55082893371582","4.55082893371582","4.55082893371582"
"28100","4.7050018310546875","4.7050018310546875","4.7050018310546875"
"28200","4.672347068786621","4.672347068786621","4.672347068786621"
"28300","4.7672576904296875","4.7672576904296875","4.7672576904296875"
"28400","4.710159778594971","4.710159778594971","4.710159778594971"
"28500","4.761629104614258","4.761629104614258","4.761629104614258"
"28600","4.744617462158203","4.744617462158203","4.744617462158203"
"28700","4.53661584854126","4.53661584854126","4.53661584854126"
"28800","4.473738193511963","4.473738193511963","4.473738193511963"
"28900","4.6421074867248535","4.6421074867248535","4.6421074867248535"
"29000","4.5825114250183105","4.5825114250183105","4.5825114250183105"
"29100","4.618568420410156","4.618568420410156","4.618568420410156"
"29200","4.659243106842041","4.659243106842041","4.659243106842041"
"29300","4.6601152420043945","4.6601152420043945","4.6601152420043945"
"29400","4.458071708679199","4.458071708679199","4.458071708679199"
"29500","4.726887226104736","4.726887226104736","4.726887226104736"
"29600","4.730070114135742","4.730070114135742","4.730070114135742"
"29700","4.665559768676758","4.665559768676758","4.665559768676758"
"29800","4.48165225982666","4.48165225982666","4.48165225982666"
"29900","4.6636433601379395","4.6636433601379395","4.6636433601379395"
"30000","4.659514904022217","4.659514904022217","4.659514904022217"
"30100","4.663612365722656","4.663612365722656","4.663612365722656"
"30200","4.635942459106445","4.635942459106445","4.635942459106445"
"30300","4.670628070831299","4.670628070831299","4.670628070831299"
"30400","4.614260673522949","4.614260673522949","4.614260673522949"
"30500","4.434147834777832","4.434147834777832","4.434147834777832"
"30600","4.482087135314941","4.482087135314941","4.482087135314941"
"30700","4.6324639320373535","4.6324639320373535","4.6324639320373535"
"30800","4.752519130706787","4.752519130706787","4.752519130706787"
"30900","4.426458358764648","4.426458358764648","4.426458358764648"
"31000","4.706880569458008","4.706880569458008","4.706880569458008"
"31100","4.702473163604736","4.702473163604736","4.702473163604736"
"31200","4.580537796020508","4.580537796020508","4.580537796020508"
"31300","4.502494812011719","4.502494812011719","4.502494812011719"
"31400","4.573472023010254","4.573472023010254","4.573472023010254"
"31500","4.338901042938232","4.338901042938232","4.338901042938232"
"31600","4.615544319152832","4.615544319152832","4.615544319152832"
"31700","4.532778739929199","4.532778739929199","4.532778739929199"
"31800","4.617974758148193","4.617974758148193","4.617974758148193"
"31900","4.7064008712768555","4.7064008712768555","4.7064008712768555"
"32000","4.5844621658325195","4.5844621658325195","4.5844621658325195"
"32100","4.6487812995910645","4.6487812995910645","4.6487812995910645"
"32200","4.820174694061279","4.820174694061279","4.820174694061279"
"32300","4.6601481437683105","4.6601481437683105","4.6601481437683105"
"32400","4.567929744720459","4.567929744720459","4.567929744720459"
"32500","4.701477527618408","4.701477527618408","4.701477527618408"
"32600","4.677768707275391","4.677768707275391","4.677768707275391"
"32700","4.7117462158203125","4.7117462158203125","4.7117462158203125"
"32800","4.511510372161865","4.511510372161865","4.511510372161865"
"32900","4.6219072341918945","4.6219072341918945","4.6219072341918945"
"33000","4.358720302581787","4.358720302581787","4.358720302581787"
"33100","4.688532829284668","4.688532829284668","4.688532829284668"
"33200","4.59773588180542","4.59773588180542","4.59773588180542"
"33300","4.325123310089111","4.325123310089111","4.325123310089111"
"33400","4.219627857208252","4.219627857208252","4.219627857208252"
"33500","4.688180923461914","4.688180923461914","4.688180923461914"
"33600","4.143378257751465","4.143378257751465","4.143378257751465"
"33700","4.676847457885742","4.676847457885742","4.676847457885742"
"33800","4.661961078643799","4.661961078643799","4.661961078643799"
"33900","4.362834453582764","4.362834453582764","4.362834453582764"
"34000","4.667234420776367","4.667234420776367","4.667234420776367"
"34100","4.453029632568359","4.453029632568359","4.453029632568359"
"34200","4.561057090759277","4.561057090759277","4.561057090759277"
"34300","4.694415092468262","4.694415092468262","4.694415092468262"
"34400","4.380657196044922","4.380657196044922","4.380657196044922"
"34500","4.589967727661133","4.589967727661133","4.589967727661133"
"34600","4.461606025695801","4.461606025695801","4.461606025695801"
"34700","4.567832946777344","4.567832946777344","4.567832946777344"
"34800","4.567750453948975","4.567750453948975","4.567750453948975"
"34900","4.687445640563965","4.687445640563965","4.687445640563965"
"35000","4.521901607513428","4.521901607513428","4.521901607513428"
"35100","4.4616289138793945","4.4616289138793945","4.4616289138793945"
"35200","4.6281962394714355","4.6281962394714355","4.6281962394714355"
"35300","4.518212795257568","4.518212795257568","4.518212795257568"
"35400","4.507998943328857","4.507998943328857","4.507998943328857"
"35500","4.5296311378479","4.5296311378479","4.5296311378479"
"35600","4.620293617248535","4.620293617248535","4.620293617248535"
"35700","4.575655937194824","4.575655937194824","4.575655937194824"
"35800","4.509068489074707","4.509068489074707","4.509068489074707"
"35900","4.487061500549316","4.487061500549316","4.487061500549316"
"36000","4.524832248687744","4.524832248687744","4.524832248687744"
"36100","4.708266735076904","4.708266735076904","4.708266735076904"
"36200","4.269668102264404","4.269668102264404","4.269668102264404"
"36300","4.5488200187683105","4.5488200187683105","4.5488200187683105"
"36400","4.429596900939941","4.429596900939941","4.429596900939941"
"36500","4.432934761047363","4.432934761047363","4.432934761047363"
"36600","4.524188995361328","4.524188995361328","4.524188995361328"
"36700","4.608237266540527","4.608237266540527","4.608237266540527"
"36800","4.70996618270874","4.70996618270874","4.70996618270874"
"36900","4.507425308227539","4.507425308227539","4.507425308227539"
"37000","4.606827259063721","4.606827259063721","4.606827259063721"
"37100","4.614705562591553","4.614705562591553","4.614705562591553"
"37200","4.531003475189209","4.531003475189209","4.531003475189209"
"37300","4.487309455871582","4.487309455871582","4.487309455871582"
"37400","4.423776149749756","4.423776149749756","4.423776149749756"
"37500","4.57059907913208","4.57059907913208","4.57059907913208"
"37600","4.59622049331665","4.59622049331665","4.59622049331665"
"37700","4.663534641265869","4.663534641265869","4.663534641265869"
"37800","4.65427303314209","4.65427303314209","4.65427303314209"
"37900","4.629912853240967","4.629912853240967","4.629912853240967"
"38000","4.369640350341797","4.369640350341797","4.369640350341797"
"38100","4.634357929229736","4.634357929229736","4.634357929229736"
"38200","4.504091739654541","4.504091739654541","4.504091739654541"
"38300","4.574527740478516","4.574527740478516","4.574527740478516"
"38400","4.608809947967529","4.608809947967529","4.608809947967529"
"38500","4.271465301513672","4.271465301513672","4.271465301513672"
"38600","4.31779146194458","4.31779146194458","4.31779146194458"
"38700","4.598138332366943","4.598138332366943","4.598138332366943"
"38800","3.949939489364624","3.949939489364624","3.949939489364624"
"38900","4.323511123657227","4.323511123657227","4.323511123657227"
"39000","4.560412883758545","4.560412883758545","4.560412883758545"
"39100","4.347039222717285","4.347039222717285","4.347039222717285"
"39200","4.583802700042725","4.583802700042725","4.583802700042725"
"39300","4.4027557373046875","4.4027557373046875","4.4027557373046875"
"39400","4.408092021942139","4.408092021942139","4.408092021942139"
"39500","4.508594989776611","4.508594989776611","4.508594989776611"
"39600","4.587715148925781","4.587715148925781","4.587715148925781"
"39700","4.264451026916504","4.264451026916504","4.264451026916504"
"39800","4.272030353546143","4.272030353546143","4.272030353546143"
"39900","4.461462497711182","4.461462497711182","4.461462497711182"
"40000","4.613553524017334","4.613553524017334","4.613553524017334"
"40100","4.589842319488525","4.589842319488525","4.589842319488525"
"40200","4.30721378326416","4.30721378326416","4.30721378326416"
"40300","4.563553333282471","4.563553333282471","4.563553333282471"
"40400","4.26961612701416","4.26961612701416","4.26961612701416"
"40500","4.585971832275391","4.585971832275391","4.585971832275391"
"40600","4.360581398010254","4.360581398010254","4.360581398010254"
"40700","4.512834548950195","4.512834548950195","4.512834548950195"
"40800","4.504281997680664","4.504281997680664","4.504281997680664"
"40900","4.605076789855957","4.605076789855957","4.605076789855957"
"41000","4.609090328216553","4.609090328216553","4.609090328216553"
"41100","4.58729362487793","4.58729362487793","4.58729362487793"
"41200","4.715460777282715","4.715460777282715","4.715460777282715"
"41300","4.367156982421875","4.367156982421875","4.367156982421875"
"41400","4.507627487182617","4.507627487182617","4.507627487182617"
"41500","4.4647417068481445","4.4647417068481445","4.4647417068481445"
"41600","4.536101341247559","4.536101341247559","4.536101341247559"
"41700","4.444093704223633","4.444093704223633","4.444093704223633"
"41800","4.535917282104492","4.535917282104492","4.535917282104492"
"41900","4.602024078369141","4.602024078369141","4.602024078369141"
"42000","4.507561683654785","4.507561683654785","4.507561683654785"
"42100","4.202733993530273","4.202733993530273","4.202733993530273"
"42200","4.555611610412598","4.555611610412598","4.555611610412598"
"42300","4.541429042816162","4.541429042816162","4.541429042816162"
"42400","4.523326873779297","4.523326873779297","4.523326873779297"
"42500","4.562053680419922","4.562053680419922","4.562053680419922"
"42600","4.507230281829834","4.507230281829834","4.507230281829834"
"42700","4.603425979614258","4.603425979614258","4.603425979614258"
"42800","4.638595104217529","4.638595104217529","4.638595104217529"
"42900","4.452864170074463","4.452864170074463","4.452864170074463"
"43000","4.680934429168701","4.680934429168701","4.680934429168701"
"43100","4.359356880187988","4.359356880187988","4.359356880187988"
"43200","4.485163688659668","4.485163688659668","4.485163688659668"
"43300","4.579543590545654","4.579543590545654","4.579543590545654"
"43400","4.367043495178223","4.367043495178223","4.367043495178223"
"43500","4.032384872436523","4.032384872436523","4.032384872436523"
"43600","4.5774006843566895","4.5774006843566895","4.5774006843566895"
"43700","4.330706596374512","4.330706596374512","4.330706596374512"
"43800","4.508427619934082","4.508427619934082","4.508427619934082"
"43900","4.463796615600586","4.463796615600586","4.463796615600586"
"44000","4.489644527435303","4.489644527435303","4.489644527435303"
"44100","4.573296070098877","4.573296070098877","4.573296070098877"
"44200","4.553839683532715","4.553839683532715","4.553839683532715"
"44300","4.45210075378418","4.45210075378418","4.45210075378418"
"44400","4.329134941101074","4.329134941101074","4.329134941101074"
"44500","4.583567142486572","4.583567142486572","4.583567142486572"
"44600","4.450225830078125","4.450225830078125","4.450225830078125"
"44700","4.1948771476745605","4.1948771476745605","4.1948771476745605"
"44800","4.5414838790893555","4.5414838790893555","4.5414838790893555"
"44900","4.573669910430908","4.573669910430908","4.573669910430908"
"45000","4.542471408843994","4.542471408843994","4.542471408843994"
"45100","4.563657760620117","4.563657760620117","4.563657760620117"
"45200","4.509137153625488","4.509137153625488","4.509137153625488"
"45300","4.493462562561035","4.493462562561035","4.493462562561035"
"45400","4.417088508605957","4.417088508605957","4.417088508605957"
"45500","4.394924640655518","4.394924640655518","4.394924640655518"
"45600","4.353274345397949","4.353274345397949","4.353274345397949"
"45700","4.179104328155518","4.179104328155518","4.179104328155518"
"45800","4.457987308502197","4.457987308502197","4.457987308502197"
"45900","4.54332971572876","4.54332971572876","4.54332971572876"
"46000","4.335234642028809","4.335234642028809","4.335234642028809"
"46100","4.507261753082275","4.507261753082275","4.507261753082275"
"46200","4.277926445007324","4.277926445007324","4.277926445007324"
"46300","4.562418460845947","4.562418460845947","4.562418460845947"
"46400","4.605799198150635","4.605799198150635","4.605799198150635"
"46500","4.477179050445557","4.477179050445557","4.477179050445557"
"46600","4.5175909996032715","4.5175909996032715","4.5175909996032715"
"46700","4.062327861785889","4.062327861785889","4.062327861785889"
"46800","4.583122730255127","4.583122730255127","4.583122730255127"
"46900","4.2928996086120605","4.2928996086120605","4.2928996086120605"
"47000","4.293280124664307","4.293280124664307","4.293280124664307"
"47100","4.434253692626953","4.434253692626953","4.434253692626953"
"47200","4.396309852600098","4.396309852600098","4.396309852600098"
"47300","4.3662638664245605","4.3662638664245605","4.3662638664245605"
"47400","4.59948205947876","4.59948205947876","4.59948205947876"
"47500","4.493520259857178","4.493520259857178","4.493520259857178"
